customer_unique_id,customer_type,language,customer_category,date_of_birth,minor,sex,marital_status
191392008,I,ENG,IND,1988-03-18 00:00:00,N,M,S
169482000,I,ENG,IND,1986-02-12 00:00:00,N,M,S
157452001,I,ENG,IND,1990-10-03 00:00:00,N,M,S
147472003,I,ENG,IND,1970-02-19 00:00:00,N,M,M
114442005,I,ENG,IND,1967-12-07 00:00:00,N,F,M
151402005,I,ENG,IND,1972-12-06 00:00:00,N,M,M
186402006,I,ENG,IND,1983-04-10 00:00:00,N,M,S
115492008,I,ENG,IND,1973-03-15 00:00:00,N,M,M
126472009,I,ENG,IND,1979-02-06 00:00:00,N,M,S
174422009,I,ENG,IND,1985-02-05 00:00:00,N,M,S
182472009,I,ENG,IND,1980-12-30 00:00:00,N,M,S
192442009,I,ENG,IND,1978-09-20 00:00:00,N,M,M
197442009,I,ENG,IND,1980-06-04 00:00:00,N,M,S
183512000,I,ENG,IND,1992-01-02 00:00:00,N,F,S
194582000,I,ENG,IND,1983-08-13 00:00:00,N,M,S
145592001,I,ENG,IND,1983-04-05 00:00:00,N,M,S
170592001,I,ENG,IND,1982-03-05 00:00:00,N,M,S
190532001,I,ENG,IND,1975-06-17 00:00:00,N,M,S
108592003,I,ENG,IND,1971-01-30 00:00:00,N,M,S
116572003,I,ENG,IND,1991-06-02 00:00:00,N,M,S
133562003,I,ENG,IND,1989-03-05 00:00:00,N,M,S
135512003,I,ENG,IND,1988-01-07 00:00:00,N,M,S
136512004,I,ENG,IND,1982-04-27 00:00:00,N,M,M
149572006,I,ENG,IND,1986-06-08 00:00:00,N,F,S
189652000,I,ENG,IND,1985-10-13 00:00:00,N,M,M
142602001,I,ENG,IND,1987-01-07 00:00:00,N,M,S
185642001,I,ENG,IND,1979-08-07 00:00:00,N,M,M
188612001,I,ENG,IND,1978-09-26 00:00:00,N,M,M
136662002,I,ENG,IND,1982-02-17 00:00:00,N,M,M
150612002,I,ENG,IND,1982-11-06 00:00:00,N,M,S
169672006,I,ENG,IND,1984-11-22 00:00:00,N,M,S
181662006,I,ENG,IND,1968-10-01 00:00:00,N,M,M
132652007,I,ENG,IND,1970-03-17 00:00:00,N,M,M
136642007,I,ENG,IND,1981-09-21 00:00:00,N,M,S
154632007,I,ENG,IND,1992-02-14 00:00:00,N,F,S
101722002,I,ENG,IND,1968-08-23 00:00:00,N,F,M
190722005,I,ENG,IND,1974-10-23 00:00:00,N,M,M
151772007,I,ENG,IND,1984-07-13 00:00:00,N,M,S
172792007,I,ENG,IND,1983-07-27 00:00:00,N,M,S
168772008,I,ENG,IND,1990-05-13 00:00:00,N,M,S
199862000,I,ENG,IND,1979-07-13 00:00:00,N,M,S
199882002,I,ENG,IND,1985-02-02 00:00:00,N,M,S
164832003,I,ENG,IND,1974-06-12 00:00:00,N,M,S
169892003,I,ENG,IND,1988-07-05 00:00:00,N,M,S
143812005,I,ENG,IND,1963-03-01 00:00:00,N,M,M
118852006,I,ENG,IND,1972-07-07 00:00:00,N,M,M
182882006,I,ENG,IND,1961-04-14 00:00:00,N,M,M
184802006,I,ENG,IND,1959-06-01 00:00:00,N,M,M
186822009,I,ENG,IND,1975-04-23 00:00:00,N,M,M
106972002,I,ENG,IND,1982-12-31 00:00:00,N,M,S
162992003,I,ENG,IND,1972-10-10 00:00:00,N,M,M
187952004,I,ENG,IND,1983-05-17 00:00:00,N,M,S
158962007,I,ENG,IND,1988-01-08 00:00:00,N,M,S
156922009,I,ENG,IND,1985-12-29 00:00:00,N,M,M
102073000,I,ENG,IND,1985-11-18 00:00:00,N,M,S
103003000,I,ENG,IND,1987-06-11 00:00:00,N,M,S
179093000,I,ENG,RSA,1992-04-18 00:00:00,N,M,S
154003003,I,ENG,IND,1989-01-09 00:00:00,N,M,S
148003004,I,ENG,IND,1972-04-13 00:00:00,N,M,M
129073005,I,ENG,IND,1992-10-16 00:00:00,N,F,S
159053006,I,ENG,IND,1984-02-06 00:00:00,N,F,S
172043009,I,ENG,IND,1975-03-12 00:00:00,N,M,M
143193001,I,ENG,IND,1978-03-05 00:00:00,N,M,M
130103002,I,ENG,IND,1959-04-20 00:00:00,N,M,M
176153002,I,ENG,IND,1970-08-21 00:00:00,N,M,M
181123003,I,ENG,IND,1967-08-12 00:00:00,N,M,M
193183003,I,ENG,IND,1969-05-16 00:00:00,N,M,M
177103004,I,ENG,IND,1982-01-31 00:00:00,N,M,S
111133005,I,ENG,IND,1987-05-14 00:00:00,N,M,S
154133007,I,ENG,IND,1987-07-02 00:00:00,N,M,S
171153008,I,ENG,IND,1964-02-02 00:00:00,N,M,M
117173009,I,ENG,IND,1984-01-24 00:00:00,N,M,S
157193009,I,ENG,IND,1978-10-01 00:00:00,N,M,M
196263000,I,ENG,IND,1985-03-22 00:00:00,N,M,S
187203001,I,ENG,IND,1982-07-12 00:00:00,N,F,S
135213006,I,ENG,IND,1991-08-21 00:00:00,N,M,S
109243007,I,ENG,IND,1982-01-01 00:00:00,N,M,M
139203007,I,ENG,IND,1986-03-24 00:00:00,N,F,S
156203007,I,ENG,IND,1970-10-05 00:00:00,N,M,M
147243009,I,ENG,IND,1984-07-22 00:00:00,N,M,S
189273009,I,ENG,IND,1990-06-27 00:00:00,N,M,S
125373001,I,ENG,IND,1975-07-27 00:00:00,N,M,M
100323005,I,ENG,IND,1977-03-07 00:00:00,N,M,M
184303007,I,ENG,IND,1990-03-29 00:00:00,N,M,S
192323008,I,ENG,IND,1979-01-05 00:00:00,N,M,M
193393008,I,ENG,IND,1984-06-05 00:00:00,N,M,S
116393009,I,ENG,IND,1979-08-04 00:00:00,N,M,M
145303009,I,ENG,IND,1984-12-20 00:00:00,N,M,S
123453000,I,ENG,IND,1980-05-16 00:00:00,N,M,S
119433001,I,ENG,IND,1966-02-17 00:00:00,N,M,M
198423001,I,ENG,IND,1989-06-10 00:00:00,N,M,S
192453002,I,ENG,IND,1989-06-26 00:00:00,N,M,S
119493004,I,ENG,IND,1972-09-20 00:00:00,N,M,M
140403007,I,ENG,IND,1986-02-08 00:00:00,N,M,S
156493007,I,ENG,IND,1986-04-22 00:00:00,N,M,S
194413007,I,ENG,IND,1989-04-15 00:00:00,N,M,S
154593000,I,ENG,IND,1975-11-27 00:00:00,N,F,S
119523002,I,ENG,IND,1984-11-10 00:00:00,N,M,S
171543002,I,ENG,IND,1990-02-23 00:00:00,N,M,S
164583004,I,ENG,IND,1979-08-10 00:00:00,N,M,M
169553004,I,ENG,IND,1984-12-07 00:00:00,N,M,S
142533005,I,ENG,IND,1987-05-03 00:00:00,N,F,M
186533005,I,ENG,IND,1982-09-20 00:00:00,N,M,S
196533008,I,ENG,IND,1987-09-22 00:00:00,N,M,S
130513009,I,ENG,IND,1975-05-02 00:00:00,N,M,M
136653000,I,ENG,RSA,1994-04-11 00:00:00,N,F,S
102623002,I,ENG,IND,1978-06-15 00:00:00,N,M,S
103633002,I,ENG,IND,1974-02-13 00:00:00,N,M,S
113663002,I,ENG,IND,1984-04-10 00:00:00,N,M,S
122663002,I,ENG,IND,1973-01-17 00:00:00,N,F,M
135693002,I,ENG,IND,1981-04-10 00:00:00,N,M,S
129693005,I,ENG,IND,1975-07-02 00:00:00,N,F,M
122613007,I,ENG,IND,1980-01-20 00:00:00,N,M,S
122603008,I,ENG,IND,1973-06-05 00:00:00,N,M,M
138733002,I,ENG,IND,1976-01-18 00:00:00,N,M,M
153733009,I,ENG,IND,1983-02-13 00:00:00,N,M,S
176723009,I,ENG,IND,1991-08-27 00:00:00,N,M,S
184813000,I,ENG,IND,1982-12-09 00:00:00,N,M,M
138833001,I,ENG,IND,1973-10-12 00:00:00,N,M,M
194873003,I,ENG,IND,1995-06-19 00:00:00,N,M,S
121873004,I,ENG,IND,1985-06-12 00:00:00,N,M,S
105853005,I,ENG,IND,1982-10-24 00:00:00,N,F,S
187893005,I,ENG,IND,1981-04-29 00:00:00,N,M,M
193853005,I,ENG,IND,1988-08-08 00:00:00,N,M,S
137863007,I,ENG,IND,1989-01-08 00:00:00,N,M,S
154843007,I,ENG,IND,1975-03-10 00:00:00,N,M,M
174823008,I,ENG,IND,1984-02-21 00:00:00,N,M,S
104883009,I,ENG,IND,1990-01-07 00:00:00,N,M,S
109963000,I,ENG,IND,1971-08-07 00:00:00,N,M,M
169973000,I,ENG,IND,1982-08-24 00:00:00,N,M,S
176983000,I,ENG,IND,1996-04-12 00:00:00,N,F,S
195913000,I,ENG,IND,1989-02-28 00:00:00,N,M,S
196973000,I,ENG,IND,1977-05-30 00:00:00,N,M,M
100933001,I,ENG,IND,1983-03-08 00:00:00,N,M,S
144943001,I,ENG,IND,1980-03-20 00:00:00,N,M,M
120983002,I,ENG,IND,1967-10-01 00:00:00,N,M,M
170973002,I,ENG,IND,1984-04-19 00:00:00,N,M,S
174903002,I,ENG,IND,1984-09-16 00:00:00,N,M,S
190903002,I,ENG,IND,1988-07-27 00:00:00,N,M,S
176953003,I,ENG,IND,1972-06-05 00:00:00,N,M,M
138933008,I,ENG,IND,1976-07-03 00:00:00,N,M,S
167963008,I,ENG,RSA,1990-06-23 00:00:00,N,M,S
119983009,I,ENG,IND,1994-08-16 00:00:00,N,M,S
121913009,I,ENG,IND,1979-09-21 00:00:00,N,M,S
140024001,I,ENG,IND,1973-11-27 00:00:00,N,M,M
144004003,I,ENG,IND,1982-01-22 00:00:00,N,M,M
143064005,I,ENG,IND,1982-02-13 00:00:00,N,M,S
146004005,I,ENG,IND,1973-08-31 00:00:00,N,M,M
153064005,I,ENG,IND,1989-12-10 00:00:00,N,M,S
160004005,I,ENG,IND,1985-06-08 00:00:00,N,F,M
126094006,I,ENG,IND,1989-03-15 00:00:00,N,M,S
114094007,I,ENG,IND,1986-02-22 00:00:00,N,M,S
139044007,I,ENG,IND,1966-08-12 00:00:00,N,M,M
154074007,I,ENG,IND,1970-10-04 00:00:00,N,M,M
153164003,I,ENG,IND,1977-12-12 00:00:00,N,M,M
176174005,I,ENG,IND,1970-04-28 00:00:00,N,F,M
196124007,I,ENG,IND,1978-05-28 00:00:00,N,M,M
127214000,I,ENG,IND,1981-08-05 00:00:00,N,M,M
129294000,I,ENG,IND,1986-10-20 00:00:00,N,F,M
169274000,I,ENG,RSA,1989-04-14 00:00:00,N,F,S
183204001,I,ENG,IND,1978-03-07 00:00:00,N,M,M
117254003,I,ENG,IND,1992-08-11 00:00:00,N,M,S
188214008,I,ENG,IND,1986-07-13 00:00:00,N,M,S
167374002,I,ENG,IND,1980-02-29 00:00:00,N,F,M
197394002,I,ENG,IND,1960-08-24 00:00:00,N,M,S
122304004,I,ENG,IND,1980-05-13 00:00:00,N,F,M
158394004,I,ENG,IND,1991-04-22 00:00:00,N,M,S
143334007,I,ENG,IND,1979-12-26 00:00:00,N,M,M
149394009,I,ENG,IND,1987-06-12 00:00:00,N,M,S
187384009,I,ENG,IND,1989-01-05 00:00:00,N,M,S
129454000,I,ENG,IND,1984-08-25 00:00:00,N,M,M
161444000,I,ENG,IND,1969-06-26 00:00:00,N,M,M
115494002,I,ENG,IND,1986-08-28 00:00:00,N,M,S
118414002,I,ENG,IND,1982-11-28 00:00:00,N,M,M
179424002,I,ENG,IND,1968-03-26 00:00:00,N,M,S
116414003,I,ENG,IND,1991-05-15 00:00:00,N,M,S
122474003,I,ENG,IND,1978-07-15 00:00:00,N,M,M
126454003,I,ENG,IND,1970-02-23 00:00:00,N,M,M
150424003,I,ENG,IND,1982-06-12 00:00:00,N,M,S
153434003,I,ENG,IND,1988-03-10 00:00:00,N,M,S
121454004,I,ENG,IND,1989-12-26 00:00:00,N,M,S
130464004,I,ENG,IND,1984-02-14 00:00:00,N,M,S
136424004,I,ENG,IND,1980-03-10 00:00:00,N,M,M
155414004,I,ENG,IND,1977-02-23 00:00:00,N,M,M
183474004,I,ENG,IND,1983-12-04 00:00:00,N,M,S
100454005,I,ENG,IND,1973-12-12 00:00:00,N,M,M
115494006,I,ENG,IND,1991-06-03 00:00:00,N,F,S
132444006,I,ENG,IND,1983-07-08 00:00:00,N,M,M
138444006,I,ENG,IND,1994-06-16 00:00:00,N,M,S
148444006,I,ENG,IND,1984-04-03 00:00:00,N,M,S
147494007,I,ENG,IND,1985-05-15 00:00:00,N,M,M
151464007,I,ENG,IND,1990-06-01 00:00:00,N,M,S
156404007,I,ENG,IND,1960-12-30 00:00:00,N,M,M
124424008,I,ENG,IND,1981-06-19 00:00:00,N,M,S
146424008,I,ENG,IND,1983-07-31 00:00:00,N,M,S
149424009,I,ENG,IND,1984-04-29 00:00:00,N,M,M
174434009,I,ENG,IND,1990-11-16 00:00:00,N,M,S
136574000,I,ENG,IND,1987-08-25 00:00:00,N,F,S
141584000,I,ENG,IND,1990-06-12 00:00:00,N,M,S
149574000,I,ENG,IND,1976-08-10 00:00:00,N,M,M
158584000,I,ENG,IND,1990-12-15 00:00:00,N,M,S
176534000,I,ENG,IND,1973-02-02 00:00:00,N,M,M
191584000,I,ENG,IND,1984-04-28 00:00:00,N,M,M
109594001,I,ENG,IND,1974-12-07 00:00:00,N,M,M
134554001,I,ENG,IND,1984-08-12 00:00:00,N,M,S
135564001,I,ENG,IND,1983-04-22 00:00:00,N,M,S
158564001,I,ENG,IND,1989-10-10 00:00:00,N,M,S
161504001,I,ENG,IND,1994-08-09 00:00:00,N,M,S
184584001,I,ENG,IND,1984-07-17 00:00:00,N,M,S
186524001,I,ENG,IND,1993-09-30 00:00:00,N,F,M
125524002,I,ENG,IND,1987-12-17 00:00:00,N,M,S
160554002,I,ENG,IND,1991-05-10 00:00:00,N,M,S
154504003,I,ENG,IND,1976-04-10 00:00:00,N,M,M
108504004,I,ENG,IND,1975-10-02 00:00:00,N,M,S
127584004,I,ENG,IND,1985-12-25 00:00:00,N,M,S
149564004,I,ENG,IND,1982-08-24 00:00:00,N,M,S
150504004,I,ENG,IND,1987-08-12 00:00:00,N,M,S
171564004,I,ENG,IND,1987-05-13 00:00:00,N,M,S
122584005,I,ENG,IND,1985-06-19 00:00:00,N,M,S
147574005,I,ENG,IND,1985-06-15 00:00:00,N,M,M
106564006,I,ENG,IND,1988-11-22 00:00:00,N,F,M
120554007,I,ENG,IND,1985-07-23 00:00:00,N,F,S
137524007,I,ENG,IND,1976-03-12 00:00:00,N,F,M
160514007,I,ENG,IND,1980-12-02 00:00:00,N,M,S
175564007,I,ENG,IND,1983-03-31 00:00:00,N,M,S
116534008,I,ENG,IND,1981-10-21 00:00:00,N,M,S
142564008,I,ENG,IND,1980-01-10 00:00:00,N,M,S
166574008,I,ENG,IND,1972-03-01 00:00:00,N,M,M
198584008,I,ENG,IND,1985-04-16 00:00:00,N,M,S
102534009,I,ENG,IND,1985-12-28 00:00:00,N,M,M
130574009,I,ENG,IND,1987-05-02 00:00:00,N,M,S
130594009,I,ENG,IND,1971-04-11 00:00:00,N,M,S
131524009,I,ENG,IND,1970-09-29 00:00:00,N,M,S
131594009,I,ENG,IND,1988-02-05 00:00:00,N,M,M
132554009,I,ENG,IND,1969-11-12 00:00:00,N,M,M
142584009,I,ENG,IND,1990-06-12 00:00:00,N,F,S
148584009,I,ENG,IND,1985-04-22 00:00:00,N,M,S
149564009,I,ENG,IND,1989-12-04 00:00:00,N,M,S
157544009,I,ENG,IND,1979-04-01 00:00:00,N,M,M
157594009,I,ENG,IND,1972-03-04 00:00:00,N,M,M
162524009,I,ENG,IND,1977-11-25 00:00:00,N,M,M
197574009,I,ENG,IND,1986-02-16 00:00:00,N,F,S
105684000,I,ENG,IND,1974-10-09 00:00:00,N,M,M
111644000,I,ENG,IND,1988-05-05 00:00:00,N,M,S
129604000,I,ENG,IND,1983-07-08 00:00:00,N,M,S
132604000,I,ENG,IND,1975-01-25 00:00:00,N,M,M
170664001,I,ENG,IND,1980-06-11 00:00:00,N,M,S
183684003,I,ENG,IND,1978-02-24 00:00:00,N,M,M
141684004,I,ENG,IND,1978-04-02 00:00:00,N,M,M
135654007,I,ENG,IND,1965-09-08 00:00:00,N,M,M
148624007,I,ENG,IND,1978-07-19 00:00:00,N,M,S
193664007,I,ENG,IND,1981-03-21 00:00:00,N,M,S
147614008,I,ENG,IND,1970-09-22 00:00:00,Y,M,S
199764000,I,ENG,IND,1979-10-10 00:00:00,N,M,S
169704002,I,ENG,IND,1965-02-19 00:00:00,N,M,S
126724007,I,ENG,IND,1984-03-17 00:00:00,N,M,S
180894004,I,ENG,IND,1983-07-01 00:00:00,N,M,S
176834005,I,ENG,IND,1983-10-08 00:00:00,N,F,M
172824007,I,ENG,IND,1984-01-02 00:00:00,N,M,M
100894008,I,ENG,IND,1983-03-04 00:00:00,N,M,M
163804008,I,ENG,IND,1975-10-01 00:00:00,N,M,M
174814008,I,ENG,IND,1978-03-05 00:00:00,N,M,M
162984000,I,ENG,IND,1969-09-18 00:00:00,N,M,M
172954003,I,ENG,IND,1964-01-18 00:00:00,N,M,M
108924006,I,ENG,IND,1960-01-01 00:00:00,N,M,M
112974006,I,ENG,IND,1973-09-23 00:00:00,N,F,M
110924007,I,ENG,IND,1969-08-11 00:00:00,N,M,M
116954007,I,ENG,IND,1967-06-06 00:00:00,N,M,M
143025001,I,ENG,IND,1962-06-13 00:00:00,N,M,M
161005003,I,ENG,IND,1960-04-16 00:00:00,Y,M,M
149045004,I,ENG,IND,1979-01-01 00:00:00,N,M,M
140035009,I,ENG,IND,1976-08-15 00:00:00,N,M,M
188145000,I,ENG,IND,1987-08-12 00:00:00,N,M,S
195155002,I,ENG,IND,1980-07-03 00:00:00,N,F,S
183295000,I,ENG,IND,1981-04-21 00:00:00,N,M,S
109245004,I,ENG,IND,1980-08-13 00:00:00,N,M,M
164205004,I,ENG,IND,1974-07-01 00:00:00,N,M,M
185255004,I,ENG,IND,1976-05-11 00:00:00,Y,M,M
197255004,I,ENG,IND,1988-07-11 00:00:00,N,M,S
193245005,I,ENG,IND,1963-09-10 00:00:00,N,M,M
136245006,I,ENG,IND,1972-01-05 00:00:00,N,M,M
140225007,I,ENG,IND,1979-09-18 00:00:00,N,M,M
148205007,I,ENG,IND,1971-10-15 00:00:00,N,M,M
148235007,I,ENG,IND,1978-10-15 00:00:00,N,F,M
112235008,I,ENG,IND,1978-10-10 00:00:00,Y,M,M
120275008,I,ENG,IND,1966-04-16 00:00:00,N,M,M
142235009,I,ENG,IND,1987-09-30 00:00:00,N,M,S
153295009,I,ENG,IND,1970-06-21 00:00:00,N,F,M
173375001,I,ENG,IND,1969-09-30 00:00:00,N,M,M
126375002,I,ENG,IND,1977-08-10 00:00:00,N,M,M
129345002,I,ENG,IND,1977-08-16 00:00:00,N,M,S
174385003,I,ENG,IND,1970-02-04 00:00:00,N,M,M
163365004,I,ENG,IND,1971-07-24 00:00:00,N,M,M
142335005,I,ENG,IND,1977-11-23 00:00:00,N,F,M
139315006,I,ENG,IND,1986-12-17 00:00:00,N,M,S
184375008,I,ENG,IND,1970-10-27 00:00:00,Y,M,S
128435001,I,ENG,IND,1970-07-13 00:00:00,Y,M,S
147455001,I,ENG,IND,1960-12-25 00:00:00,N,M,M
110435002,I,ENG,IND,1975-06-02 00:00:00,N,M,M
109405003,I,ENG,IND,1977-08-29 00:00:00,N,M,S
109415003,I,ENG,IND,1969-08-12 00:00:00,N,M,M
154435003,I,ENG,IND,1962-05-18 00:00:00,N,M,M
153495006,I,ENG,IND,2005-05-04 00:00:00,Y,M,M
123475007,I,ENG,IND,1974-03-11 00:00:00,Y,M,M
160445009,I,ENG,IND,1992-10-13 00:00:00,N,M,S
173465009,I,ENG,IND,1979-04-08 00:00:00,N,M,S
183495009,I,ENG,IND,1976-02-28 00:00:00,Y,M,S
199455009,I,ENG,IND,1983-05-01 00:00:00,N,M,S
103555000,I,ENG,IND,1981-06-16 00:00:00,N,M,S
167555002,I,ENG,IND,1972-11-22 00:00:00,N,M,S
137575003,I,ENG,IND,1977-08-14 00:00:00,N,M,M
105515005,I,ENG,IND,1973-11-22 00:00:00,N,M,M
141515006,I,ENG,IND,1986-06-04 00:00:00,N,M,S
197505009,I,ENG,IND,1984-05-25 00:00:00,N,M,S
193635000,I,ENG,IND,1965-06-23 00:00:00,N,M,M
108625001,I,ENG,IND,1977-10-05 00:00:00,N,M,S
100625004,I,ENG,IND,1970-02-10 00:00:00,N,F,M
115675005,I,ENG,IND,1972-08-08 00:00:00,Y,M,M
136685007,I,ENG,IND,1960-06-23 00:00:00,N,M,M
179675007,I,ENG,IND,1964-09-18 00:00:00,N,M,M
164785005,I,ENG,IND,1976-08-18 00:00:00,N,M,M
135705008,I,ENG,IND,1972-10-20 00:00:00,N,M,M
109825001,I,ENG,IND,1974-01-03 00:00:00,N,M,M
141815001,I,ENG,IND,1985-05-05 00:00:00,N,M,S
157885001,I,ENG,IND,1978-08-01 00:00:00,N,M,S
183865001,I,ENG,IND,1987-06-03 00:00:00,N,M,M
186805005,I,ENG,IND,1966-04-26 00:00:00,N,M,M
137815008,I,ENG,IND,1973-08-29 00:00:00,N,M,M
153825009,I,ENG,IND,1964-07-13 00:00:00,N,M,M
162875009,I,ENG,IND,1971-01-01 00:00:00,N,M,M
106995002,I,ENG,IND,1974-12-23 00:00:00,N,M,M
166016001,I,ENG,IND,1972-03-30 00:00:00,N,M,M
180006001,I,ENG,IND,1967-01-01 00:00:00,N,M,M
118056002,I,ENG,IND,1974-05-16 00:00:00,N,M,M
107046003,I,ENG,IND,1980-09-26 00:00:00,N,F,M
180086003,I,ENG,IND,1978-06-19 00:00:00,N,M,M
167096004,I,ENG,IND,1990-09-09 00:00:00,N,F,S
136046005,I,ENG,IND,1986-04-02 00:00:00,N,M,S
164196002,I,ENG,IND,1976-12-16 00:00:00,N,F,M
120156006,I,ENG,IND,1981-08-16 00:00:00,Y,M,M
122276000,I,ENG,IND,1962-07-12 00:00:00,N,M,M
147256002,I,ENG,IND,1982-11-10 00:00:00,N,F,S
143256004,I,ENG,IND,1978-01-23 00:00:00,N,M,S
122206006,I,ENG,HNI,1967-09-29 00:00:00,N,M,M
140246008,I,ENG,IND,1971-10-21 00:00:00,N,M,S
171266009,I,ENG,IND,1981-10-21 00:00:00,N,F,M
120366000,I,ENG,IND,1976-09-08 00:00:00,N,M,M
169326004,I,ENG,IND,1977-11-08 00:00:00,N,M,S
148336005,I,ENG,IND,1976-12-23 00:00:00,N,M,M
192356006,I,ENG,IND,1975-10-06 00:00:00,Y,M,M
149316008,I,ENG,IND,1992-07-22 00:00:00,N,M,S
150326008,I,ENG,IND,1977-06-19 00:00:00,N,F,M
189316008,I,ENG,IND,1983-04-15 00:00:00,N,M,S
182486001,I,ENG,IND,1980-07-15 00:00:00,N,M,S
187486004,I,ENG,IND,1982-07-11 00:00:00,N,M,M
100426005,I,ENG,IND,1982-11-12 00:00:00,N,F,M
142466005,I,ENG,IND,1989-06-24 00:00:00,N,F,S
108476006,I,ENG,IND,1952-04-15 00:00:00,Y,M,M
149486007,I,ENG,IND,1988-07-11 00:00:00,N,M,M
152486007,I,ENG,IND,1988-08-01 00:00:00,N,M,M
195476007,I,ENG,IND,1976-11-05 00:00:00,N,M,M
102546001,I,ENG,IND,1984-12-05 00:00:00,N,M,S
112506001,I,ENG,IND,1988-08-05 00:00:00,N,F,S
190516001,I,ENG,IND,1976-04-21 00:00:00,N,M,M
127576002,I,ENG,IND,1970-02-22 00:00:00,N,M,M
187506003,I,ENG,IND,1974-04-27 00:00:00,N,M,S
116506004,I,ENG,IND,1979-06-02 00:00:00,N,M,S
151536005,I,ENG,IND,1975-11-19 00:00:00,N,M,M
114516006,I,ENG,IND,1976-01-02 00:00:00,N,M,M
106666003,I,ENG,IND,1969-08-14 00:00:00,N,M,M
184626003,I,ENG,IND,1986-05-16 00:00:00,N,M,S
110656006,I,ENG,IND,1980-01-31 00:00:00,N,M,S
189786000,I,ENG,IND,1975-07-11 00:00:00,Y,M,S
172766001,I,ENG,IND,1968-11-11 00:00:00,Y,M,S
197746001,I,ENG,IND,1984-03-11 00:00:00,N,M,S
103726002,I,ENG,IND,1980-07-01 00:00:00,Y,M,S
105756002,I,ENG,IND,1981-09-02 00:00:00,N,M,M
131736003,I,ENG,IND,1982-05-05 00:00:00,N,M,S
163796003,I,ENG,IND,1964-03-25 00:00:00,N,M,M
183746003,I,ENG,IND,1979-04-04 00:00:00,N,M,S
119706004,I,ENG,IND,1975-07-06 00:00:00,N,M,M
145726004,I,ENG,IND,1981-10-09 00:00:00,Y,M,M
194706004,I,ENG,IND,1969-11-13 00:00:00,N,M,M
105746005,I,ENG,IND,1960-07-12 00:00:00,N,F,M
130776005,I,ENG,IND,1950-04-11 00:00:00,N,M,S
134726006,I,ENG,IND,1969-05-29 00:00:00,N,M,M
149786007,I,ENG,IND,1967-06-04 00:00:00,Y,M,S
194756009,I,ENG,IND,1975-12-27 00:00:00,N,M,M
197896001,I,ENG,IND,1985-05-07 00:00:00,N,M,S
111826002,I,ENG,IND,1976-04-02 00:00:00,N,M,S
118876006,I,ENG,IND,1983-04-24 00:00:00,N,M,M
188846006,I,ENG,IND,1972-07-02 00:00:00,N,F,M
132866008,I,ENG,IND,1978-01-21 00:00:00,Y,M,M
178846008,I,ENG,IND,1980-03-16 00:00:00,N,M,M
112926000,I,ENG,IND,1980-10-10 00:00:00,N,M,M
139966001,I,ENG,IND,1986-08-05 00:00:00,N,F,S
122906002,I,ENG,IND,1980-09-29 00:00:00,N,F,M
187956003,I,ENG,IND,1984-07-29 00:00:00,N,F,S
103996004,I,ENG,IND,1986-02-02 00:00:00,N,M,S
118966004,I,ENG,IND,1981-06-04 00:00:00,N,M,S
149976004,I,ENG,IND,1987-12-29 00:00:00,N,F,S
143966005,I,ENG,IND,1984-01-01 00:00:00,N,F,M
198936006,I,ENG,IND,1984-05-21 00:00:00,N,F,S
133996007,I,ENG,IND,1982-03-12 00:00:00,N,M,M
178916008,I,ENG,IND,1978-04-08 00:00:00,N,M,M
125087001,I,ENG,IND,1979-03-09 00:00:00,N,F,S
132017001,I,ENG,IND,1977-10-27 00:00:00,N,M,M
143037002,I,ENG,IND,1985-01-25 00:00:00,N,M,S
186027002,I,ENG,IND,1973-07-22 00:00:00,N,M,M
108017003,I,ENG,IND,1980-08-22 00:00:00,N,F,M
171067004,I,ENG,IND,1967-12-01 00:00:00,N,M,M
172037006,I,ENG,IND,1979-01-27 00:00:00,N,M,S
181087009,I,ENG,IND,1979-03-18 00:00:00,N,F,M
105187000,I,ENG,IND,1982-04-21 00:00:00,N,M,S
158157000,I,ENG,RSA,1989-08-23 00:00:00,Y,F,S
166167002,I,ENG,IND,1986-05-21 00:00:00,N,M,S
101187006,I,ENG,IND,1984-02-23 00:00:00,N,M,M
186127008,I,ENG,IND,1952-12-01 00:00:00,N,M,M
113167009,I,ENG,IND,1979-11-01 00:00:00,N,F,M
163137009,I,ENG,IND,1977-04-04 00:00:00,N,M,M
122257000,I,ENG,IND,1978-10-01 00:00:00,N,M,M
149207000,I,ENG,IND,1982-10-25 00:00:00,N,M,S
114297001,I,ENG,IND,1985-04-04 00:00:00,N,F,M
163267001,I,ENG,IND,1975-07-15 00:00:00,N,M,S
182227001,I,ENG,IND,1983-10-29 00:00:00,N,M,S
154207002,I,ENG,IND,1975-12-17 00:00:00,N,M,S
127257003,I,ENG,IND,1954-07-15 00:00:00,N,M,S
161227003,I,ENG,IND,1966-03-05 00:00:00,N,M,M
144267004,I,ENG,IND,1980-07-24 00:00:00,N,F,M
172207004,I,ENG,IND,1967-01-13 00:00:00,N,M,M
188287004,I,ENG,IND,1986-02-21 00:00:00,N,F,M
158237005,I,ENG,IND,1974-07-17 00:00:00,N,M,M
169297005,I,ENG,IND,1967-12-07 00:00:00,N,M,S
196257006,I,ENG,IND,1972-03-23 00:00:00,N,M,M
104217007,I,ENG,IND,1969-08-14 00:00:00,N,F,M
