customer_unique_id,val_dt,bal
783181008,10/14/2019,42257.26
788261000,10/14/2019,7151.25
225496002,10/14/2019,5401.36
457042005,10/14/2019,9489.18
589796007,10/14/2019,91424.3
647189004,10/14/2019,62.26
464162012,10/14/2019,0.0
298174007,10/14/2019,19391.1
54264005,10/14/2019,192503.97
344502007,10/14/2019,989.4
701370001,10/14/2019,156.02
75630002,10/14/2019,119.11
651233006,10/14/2019,31114.72
782196001,10/14/2019,18674.77
692018008,10/14/2019,241336.37
536904014,10/14/2019,9.51
577379001,10/14/2019,1710.91
72613002,10/14/2019,0.47
359844010,10/15/2019,17316.34
457594013,10/15/2019,4635.91
396836005,10/15/2019,0.0
357839009,10/15/2019,15000.0
537270009,10/15/2019,19368.21
49316004,10/15/2019,25248.8
720481000,10/15/2019,1039562.06
32225004,10/15/2019,10675.77
23210011,10/15/2019,5733.43
986186009,10/15/2019,1055.14
681745000,10/15/2019,740.56
130776005,10/15/2019,448.85
656066009,10/15/2019,854.58
4724005,10/15/2019,1028.52
560679005,10/15/2019,7039.24
685517005,10/16/2019,10020.38
630618013,10/16/2019,496177.82
499247011,10/16/2019,9429.14
810508008,10/16/2019,684.6
571347002,10/16/2019,2408.29
963144001,10/16/2019,0.0
785791004,10/16/2019,292.54
704920005,10/16/2019,0.0
353254014,10/16/2019,71160.1
644015005,10/16/2019,172673.57
535326002,10/17/2019,11.57
316691003,10/17/2019,4500.04
111571004,10/17/2019,1008.28
85400008,10/17/2019,49268.41
564076014,10/17/2019,133546.83
406850005,10/17/2019,108063.0
736109006,10/17/2019,45.26
599767013,10/17/2019,621.16
504528000,10/17/2019,0.0
915630008,10/17/2019,0.0
12073000,10/17/2019,467805.73
536937008,10/17/2019,1846.65
50286009,10/17/2019,10699.01
857609002,10/17/2019,2847.5
482496004,10/18/2019,975.99
244505002,10/18/2019,862.67
930157004,10/18/2019,15009.95
421028006,10/18/2019,330400.62
522769006,10/18/2019,22038.54
900224000,10/18/2019,-10548.27
334578018,10/18/2019,42499.05
54980006,10/18/2019,78.77
46151001,10/18/2019,332317.49
936686000,10/18/2019,4158.44
541757001,10/18/2019,0.45
17552019,10/18/2019,12917.55
55382004,10/18/2019,-862.42
649458003,10/18/2019,5.29
698225015,10/19/2019,130136.39
4211004,10/19/2019,10561.04
592819005,10/19/2019,80983.53
566033009,10/19/2019,66752.23
312370006,10/19/2019,138411.22
309267002,10/19/2019,8767.18
305303007,10/2/2019,355.62
10464008,10/2/2019,233.43
342242001,10/2/2019,56.89
433905005,10/2/2019,96.24
738341007,10/2/2019,6650.39
960508003,10/2/2019,39308.36
434054008,10/2/2019,50.0
764288002,10/2/2019,42.71
92746006,10/2/2019,15223.74
349505000,10/2/2019,52042.53
734011005,10/2/2019,22140.6
738875006,10/2/2019,53487.88
651101009,10/2/2019,578.62
541280005,10/2/2019,0.31
395348002,10/2/2019,20512.61
10273005,10/2/2019,205150.0
453315019,10/2/2019,19948.25
165467006,10/2/2019,16485.33
993740008,10/2/2019,0.0
914516008,10/2/2019,0.99
414725001,10/2/2019,0.0
769415002,10/2/2019,19843.54
742985007,10/2/2019,0.0
540590013,10/2/2019,2008.0
649458003,10/2/2019,306.69
315874013,10/2/2019,70.76
628489001,10/2/2019,0.06
631735009,10/2/2019,0.0
653573001,10/20/2019,-4118.94
384298000,10/20/2019,2701.46
411408006,10/20/2019,45000.0
569408008,10/20/2019,33.49
662084009,10/20/2019,361.25
52893003,10/20/2019,137717.11
639492000,10/21/2019,60322.31
515376006,10/21/2019,4839.08
15254012,10/21/2019,372.0
426513008,10/21/2019,543798.13
367222002,10/21/2019,2302884.08
559515002,10/21/2019,410863.99
676750006,10/21/2019,54.88
604439008,10/21/2019,485907.93
611014004,10/21/2019,91028.71
590715008,10/21/2019,37880.86
15561013,10/21/2019,0.0
689912000,10/21/2019,0.0
575231003,10/21/2019,641.25
421382014,10/21/2019,59376.15
309386000,10/21/2019,587.82
639276009,10/21/2019,96442.07
777320000,10/21/2019,45.17
584654007,10/21/2019,644.38
449834009,10/21/2019,15855.1
780318002,10/21/2019,21.35
663446001,10/22/2019,110398.21
972547002,10/22/2019,1021.47
323286007,10/22/2019,16385.52
926141001,10/22/2019,-0.84
34368004,10/22/2019,10552.31
317482003,10/22/2019,10174.57
438988009,10/22/2019,68210.59
855798001,10/22/2019,11.54
982803009,10/22/2019,12513.62
357839009,10/22/2019,4.07
114711009,10/22/2019,-207698.21
565247001,10/22/2019,242698.47
284025002,10/22/2019,513805.05
34368004,10/23/2019,52.31
566033009,10/23/2019,2499.73
447613009,10/23/2019,357805.13
388298014,10/23/2019,-49.26
695320003,10/23/2019,3910.2
706506000,10/23/2019,1065.74
557624010,10/23/2019,5395.67
138833001,10/23/2019,617263.01
459595019,10/23/2019,5103.01
450627018,10/23/2019,204463.62
649217000,10/23/2019,73438.28
598857007,10/23/2019,21687.65
724511006,10/23/2019,25.06
5393010,10/23/2019,92044.66
676936000,10/23/2019,180.96
841862008,10/24/2019,63.91
25610009,10/24/2019,0.98
697154004,10/24/2019,4418773.85
248057000,10/24/2019,20076.8
519305009,10/24/2019,150.41
377084017,10/24/2019,38551.61
710805006,10/25/2019,1595.42
508392005,10/25/2019,63951.58
316562009,10/25/2019,354988.34
402647000,10/25/2019,27494.79
758516006,10/25/2019,20539.65
266226007,10/25/2019,62238.13
196132005,10/25/2019,3986.65
648130008,10/25/2019,1282899.91
371325000,10/25/2019,110206.29
536600019,10/25/2019,40064.19
967340002,10/25/2019,179.5
457704005,10/25/2019,25.98
429082013,10/25/2019,914.16
541123005,10/25/2019,744956.19
579894005,10/25/2019,14381.81
88710016,10/25/2019,276.85
375078003,10/25/2019,20030.0
980244002,10/25/2019,209065.8
493283000,10/25/2019,32698.58
64814000,10/25/2019,-72.45
319173001,10/26/2019,4000.0
376192008,10/26/2019,11322.06
681653001,10/26/2019,15.29
569694000,10/26/2019,75.68
599551001,10/26/2019,700.0
244550006,10/26/2019,62251.22
513700001,10/26/2019,59418.49
79915009,10/26/2019,-4597.11
121541009,10/27/2019,14954.32
605633002,10/27/2019,32114.51
799794023,10/27/2019,13962.54
838360005,10/27/2019,23443.0
580361003,10/27/2019,4899.27
799460004,10/27/2019,7340.03
726560000,10/27/2019,5201.81
511095000,10/27/2019,45844.78
500727003,10/27/2019,1555759.04
541921000,10/28/2019,124280.91
587985008,10/28/2019,221959.41
728926005,10/28/2019,48.21
53971001,10/28/2019,116025.56
330585017,10/28/2019,24815.26
806645005,10/28/2019,184102.37
665906002,10/28/2019,6.49
756905007,10/28/2019,41.54
395263009,10/28/2019,37231.7
732995007,10/28/2019,570.28
444156005,10/28/2019,2073.97
245245004,10/28/2019,3526.17
850692000,10/28/2019,18868.77
869123005,10/28/2019,169370.99
344873019,10/28/2019,11991.57
546078003,10/28/2019,31270.36
108924006,10/28/2019,305.15
776735005,10/28/2019,-161460.36
350527009,10/28/2019,197.16
351717002,10/28/2019,8.81
618995001,10/28/2019,5193.37
803889009,10/28/2019,410.53
890788001,10/28/2019,323.28
328775010,10/28/2019,417642.37
443884003,10/28/2019,36.37
663973006,10/28/2019,7584.68
76062002,10/28/2019,21477.04
841862008,10/28/2019,43.91
669534001,10/28/2019,16164.81
104480009,10/28/2019,1366.45
230037008,10/28/2019,3700.36
93583002,10/28/2019,49.96
657845003,10/28/2019,3665.73
811649002,10/28/2019,1.75
963811004,10/28/2019,87158.48
579357003,10/29/2019,440351.81
303503008,10/29/2019,98.69
94312001,10/29/2019,35.94
771782007,10/29/2019,85127.42
602221003,10/29/2019,85.99
428798001,10/29/2019,34652.42
529634002,10/29/2019,224431.03
304406006,10/29/2019,137949.83
810211002,10/29/2019,13702.87
440578000,10/29/2019,8554.23
790016001,10/29/2019,1546.32
575316006,10/29/2019,1.48
55705003,10/29/2019,31132.51
301285003,10/29/2019,0.76
343573012,10/29/2019,2595.92
299958009,10/29/2019,493983.5
149207000,10/29/2019,107460.65
571482006,10/29/2019,219406.07
539223000,10/29/2019,135197.87
396639007,10/29/2019,3600.05
78684008,10/29/2019,295410.78
970616009,10/29/2019,13531.64
796450005,10/29/2019,625397.43
304923018,10/3/2019,120354.82
526240005,10/3/2019,0.0
3830006,10/3/2019,137123.64
92746006,10/3/2019,11223.74
634417009,10/3/2019,141670.31
526381007,10/3/2019,0.17
338323019,10/3/2019,7830.53
459963006,10/3/2019,162511.32
21684006,10/3/2019,3723971.54
310065006,10/3/2019,1421824.85
81626005,10/3/2019,662.24
616821001,10/3/2019,20216.64
942086009,10/3/2019,430.71
668148009,10/3/2019,55.9
473791007,10/30/2019,19.9
543530000,10/30/2019,0.0
500043000,10/30/2019,45687.54
862729002,10/30/2019,15338.14
69079008,10/30/2019,0.0
13660010,10/30/2019,86.72
619218005,10/30/2019,1003.68
387288002,10/30/2019,7089.08
568383003,10/30/2019,305.6
891747009,10/30/2019,24.62
607373005,10/31/2019,711.36
716250009,10/31/2019,9087.11
352394015,10/31/2019,10023.44
597832001,10/31/2019,1959.4
780156000,10/31/2019,502024.62
534995009,10/31/2019,310161.51
589758006,10/31/2019,20826.3
623854007,10/31/2019,-302061.39
826009004,10/31/2019,-9792.59
24371009,10/31/2019,8.14
557624010,10/31/2019,1235.18
310793007,10/31/2019,110993.05
474695006,10/4/2019,244.87
379961008,10/4/2019,7.74
413686018,10/4/2019,70808.35
769390005,10/4/2019,-44950.0
773669006,10/4/2019,8488.69
262012004,10/4/2019,0.0
93972000,10/4/2019,323.85
202529009,10/4/2019,344.44
63161004,10/4/2019,172427.24
114711009,10/4/2019,2167.7
723016002,10/4/2019,7001.39
942013000,10/4/2019,476.94
98370018,10/4/2019,0.0
73513001,10/4/2019,5374.32
707451006,10/4/2019,35363.96
98193012,10/4/2019,0.0
380347000,10/4/2019,1.41
213408001,10/4/2019,1752.33
566854001,10/4/2019,95155.14
777370003,10/4/2019,182288.47
316428019,10/4/2019,597455.75
995948008,10/4/2019,234417.21
562964005,10/4/2019,12173.28
71951005,10/4/2019,217042.05
307620009,10/4/2019,50.0
98864005,10/4/2019,3.6
20615005,10/4/2019,299485.71
618374006,10/5/2019,1169.19
655395006,10/5/2019,2043.23
628895009,10/5/2019,14857.1
312756008,10/5/2019,17689.21
895542002,10/5/2019,1048.29
470212001,10/5/2019,56519.93
864808008,10/5/2019,19563.52
960006004,10/5/2019,149145.35
655421003,10/5/2019,56068.91
3082003,10/5/2019,759.82
644315009,10/5/2019,69.36
541123005,10/5/2019,307789.15
6331007,10/6/2019,203600.2
268426008,10/6/2019,-5093.38
650675005,10/6/2019,31178.17
515769003,10/6/2019,3284.32
415985016,10/6/2019,25918.96
164919009,10/6/2019,-6974.57
345834012,10/6/2019,4875.06
136046005,10/7/2019,3218.86
669015007,10/7/2019,548361.82
983061003,10/7/2019,2910.48
511795009,10/7/2019,19637.5
518164019,10/7/2019,2223.58
709532000,10/7/2019,606.63
809001007,10/7/2019,425247.04
788261000,10/7/2019,25133.75
526381007,10/7/2019,0.17
519112001,10/7/2019,0.0
68042009,10/7/2019,0.0
812938004,10/7/2019,37.75
354965002,10/7/2019,-46555.34
96114009,10/7/2019,3.28
166392000,10/7/2019,270139.72
315917000,10/8/2019,299151.92
517531008,10/8/2019,885.12
301441003,10/8/2019,43.82
807322007,10/8/2019,1299.85
480404006,10/8/2019,509.55
643342002,10/8/2019,1144.27
167840006,10/8/2019,60.07
179675007,10/9/2019,320.24
782639007,10/9/2019,10457.65
412306013,10/9/2019,18583.65
690999001,10/9/2019,4460.55
381850009,10/9/2019,10196.84
424884001,10/9/2019,10038.36
915016007,10/9/2019,2.57
126375002,10/9/2019,413.45
393755018,10/9/2019,3130080.9
670917003,10/9/2019,10196.04
22666016,10/9/2019,7703.41
233669000,10/9/2019,42211.2
327492009,10/9/2019,2309.79
388569000,10/9/2019,90779.3
948852005,10/9/2019,245839.38
438248004,11/1/2019,170722.8
477187006,11/1/2019,3586.32
335126016,11/1/2019,23642.73
404055012,11/1/2019,50271.41
571966005,11/1/2019,44.74
301899016,11/1/2019,0.0
313042005,11/1/2019,0.0
601249001,11/1/2019,113685.88
142141002,11/1/2019,15991.96
970616009,11/1/2019,286.64
736457003,11/1/2019,130468.57
393531004,11/1/2019,26306.42
572985008,11/1/2019,95000.85
672278008,11/1/2019,269044.92
652685006,11/1/2019,7902.51
154209007,11/1/2019,12122.06
333515004,11/1/2019,3.4
311048008,11/1/2019,90.17
309544013,11/1/2019,484.63
832222000,11/1/2019,73.94
888669002,11/1/2019,56657.69
93376004,11/1/2019,2315.54
495296008,11/1/2019,13371.57
410328008,11/1/2019,-48.52
694381000,11/1/2019,27055.94
730066003,11/10/2019,-46515.98
91732003,11/10/2019,5133.07
598704017,11/10/2019,178649.98
597891008,11/10/2019,210905.53
698584004,11/10/2019,-1889.8
308969000,11/10/2019,-412.5
530895009,11/10/2019,164963.74
250703009,11/10/2019,6076.99
354978006,11/11/2019,250674.47
673770006,11/11/2019,33.98
697904001,11/11/2019,18.45
93795001,11/11/2019,11515.46
677499006,11/11/2019,-57.99
27684009,11/11/2019,10786.25
228213005,11/11/2019,-1500.0
33020001,11/11/2019,-17442.77
322844009,11/11/2019,18167.3
654504001,11/11/2019,1825.28
777869008,11/11/2019,517.24
704588006,11/11/2019,33228.32
459963006,11/11/2019,424163.82
492652005,11/11/2019,19203.09
3621001,11/11/2019,80946.75
346711008,11/12/2019,420511.8
301690009,11/12/2019,2157.92
301285003,11/12/2019,0.76
979402003,11/12/2019,-14.68
536377002,11/12/2019,598.89
9941007,11/12/2019,11173.37
473221006,11/12/2019,19756.38
663576008,11/12/2019,15.64
306306008,11/12/2019,940.92
857958001,11/12/2019,2137.85
847563007,11/12/2019,0.0
393679002,11/12/2019,2678.88
936978007,11/12/2019,66.5
381032009,11/12/2019,3153.01
21953001,11/12/2019,2456.44
593854007,11/12/2019,-41.37
321299001,11/12/2019,45682.45
21896010,11/12/2019,9033.33
98675004,11/12/2019,330.0
463312002,11/12/2019,2.11
544143009,11/12/2019,11257.24
543546008,11/12/2019,9.04
967340002,11/12/2019,0.0
554176005,11/12/2019,35.28
90905004,11/12/2019,9952.42
657601000,11/12/2019,-74119.93
49156009,11/12/2019,444.06
636824005,11/12/2019,168.57
374897008,11/13/2019,1112.03
520708006,11/13/2019,1882.12
485738008,11/13/2019,188.13
688924005,11/13/2019,394305.89
408215002,11/13/2019,192.86
955541005,11/13/2019,6511.72
631518000,11/13/2019,22162.62
505016004,11/13/2019,21743.49
724640008,11/13/2019,-36.26
10205007,11/13/2019,100357.93
530692001,11/13/2019,0.0
139039000,11/13/2019,17745.46
853572002,11/13/2019,0.0
41286001,11/14/2019,36188.28
604416007,11/14/2019,2822.72
486794005,11/14/2019,-33594.37
627008003,11/14/2019,5.42
669149005,11/14/2019,4275.62
532336007,11/14/2019,4531.98
914215006,11/14/2019,1829.08
920136007,11/14/2019,402.34
572417005,11/14/2019,53.4
706802006,11/15/2019,0.0
500824002,11/15/2019,3254.13
990950005,11/15/2019,8.7
771506006,11/15/2019,12207.02
709532000,11/15/2019,0.74
520355001,11/15/2019,50218.58
6750019,11/15/2019,114334.4
621884008,11/15/2019,842.68
813340004,11/15/2019,1020.8
233342005,11/15/2019,5619.86
554323017,11/16/2019,28768.57
484861000,11/16/2019,120.8
82365009,11/16/2019,6887.91
497661015,11/16/2019,12113.13
632495008,11/16/2019,0.0
344844012,11/17/2019,60631.07
538691000,11/17/2019,111436.05
578747002,11/17/2019,2319.2
608743002,11/17/2019,8019.02
588284007,11/17/2019,177869.39
214949006,11/17/2019,65.1
597629008,11/17/2019,1812.92
131680006,11/18/2019,107135.83
719975007,11/18/2019,2043.86
830772009,11/18/2019,12.27
23627007,11/18/2019,2146.28
350387017,11/18/2019,9068.75
871471001,11/18/2019,59363.34
774360003,11/18/2019,10549.4
613586001,11/18/2019,2853.78
990014007,11/18/2019,11.39
736195007,11/18/2019,2.67
37741001,11/18/2019,2723016.91
762552002,11/18/2019,224258.95
616989000,11/18/2019,274490.29
324677013,11/18/2019,4537.55
637097002,11/18/2019,10258.34
79222003,11/18/2019,-337418.6
14354009,11/18/2019,124.66
639276009,11/18/2019,9632.07
308969000,11/18/2019,2277.0
13637004,11/18/2019,29.16
131498000,11/19/2019,43.01
685073006,11/19/2019,0.0
122151003,11/19/2019,302.57
964820009,11/19/2019,493.71
61523005,11/19/2019,22000.0
920591001,11/19/2019,10612.22
928414006,11/19/2019,60054.59
716692002,11/19/2019,83368.98
683349004,11/19/2019,60864.54
692423002,11/19/2019,1449.3
678899005,11/19/2019,52.29
677115007,11/19/2019,109761.57
902904001,11/19/2019,329.63
522473007,11/19/2019,1313.97
745108003,11/19/2019,4828.95
507329009,11/19/2019,-335442.88
599195009,11/19/2019,1114.63
149424009,11/2/2019,-9434.68
239826002,11/2/2019,14282.26
56435003,11/2/2019,0.0
657601000,11/2/2019,33075.6
447636006,11/2/2019,16575.88
702990009,11/2/2019,67481.0
374217002,11/2/2019,207590.49
838606007,11/2/2019,346.0
84711000,11/2/2019,48.61
209306001,11/2/2019,42519.75
517233001,11/2/2019,10971.13
6435001,11/2/2019,99469.45
487649007,11/2/2019,29880.35
453052006,11/20/2019,44387.11
258176003,11/20/2019,110403.75
677260002,11/20/2019,242409.61
855928004,11/20/2019,4492.13
531087005,11/20/2019,5030.77
55363003,11/20/2019,-223765.92
50289006,11/20/2019,15.03
669734005,11/20/2019,970.55
491024017,11/20/2019,1318637.83
273088001,11/20/2019,114661.28
706545003,11/21/2019,790.32
607290009,11/21/2019,298067.04
536698001,11/21/2019,1104.92
850768001,11/21/2019,176.67
386393011,11/21/2019,5546.95
688135005,11/21/2019,410930.0
732619006,11/21/2019,82.8
657544000,11/21/2019,1822.17
856759001,11/21/2019,59.62
250486004,11/21/2019,27457.88
799460004,11/21/2019,24356.62
749971002,11/21/2019,5619.34
639314002,11/21/2019,182050.78
69080017,11/21/2019,7920.41
573138003,11/21/2019,20.6
316242006,11/22/2019,10790.62
641805001,11/22/2019,6456.89
605473009,11/22/2019,2991.06
654205002,11/22/2019,14768.69
652650004,11/22/2019,-104.26
775140008,11/22/2019,860.0
44171013,11/22/2019,97.28
44981009,11/22/2019,1578.09
45937004,11/22/2019,-157.5
773689006,11/22/2019,223503.53
749460008,11/22/2019,1033.92
402101010,11/22/2019,58324.63
691130007,11/22/2019,3638.9
29313003,11/22/2019,2.0
533514008,11/23/2019,74.71
669974002,11/23/2019,6700.0
629915006,11/23/2019,20147.05
790966005,11/23/2019,0.0
815383002,11/23/2019,47450.0
763162005,11/23/2019,1500.0
911733000,11/23/2019,10700.92
212581008,11/23/2019,325966.98
106564006,11/24/2019,17864.1
105919006,11/24/2019,0.1
63728007,11/24/2019,61.32
387624009,11/24/2019,26877.86
55382004,11/24/2019,802813.36
51705011,11/24/2019,75.93
542518004,11/25/2019,308.57
415018017,11/25/2019,32043.51
972788005,11/25/2019,16077.17
776196009,11/25/2019,3375.24
936894008,11/25/2019,4169.01
532561002,11/25/2019,0.0
706572001,11/25/2019,1024.98
105684000,11/25/2019,181301.5
885542000,11/25/2019,274.92
15731010,11/25/2019,31836.63
667716005,11/25/2019,26546.38
747990004,11/25/2019,273146.91
653829009,11/25/2019,53.86
884792001,11/25/2019,206.61
450687018,11/25/2019,2496.59
605985004,11/25/2019,47786.06
860447007,11/25/2019,2990.29
126454003,11/26/2019,121.96
687449002,11/26/2019,36.96
550273000,11/26/2019,202536.39
477897008,11/26/2019,164.99
773210007,11/26/2019,143961.74
250815008,11/26/2019,2527.45
922001,11/26/2019,23025.37
859702009,11/26/2019,237.17
93256004,11/26/2019,703120.33
712452003,11/26/2019,12256.44
393481009,11/26/2019,0.0
978940007,11/26/2019,13174.59
214377002,11/26/2019,103281.48
381901005,11/26/2019,4834.27
717498003,11/26/2019,200.79
81904001,11/26/2019,44097.11
340023008,11/26/2019,58103.99
606628011,11/26/2019,421.36
142533005,11/26/2019,203.7
67691008,11/26/2019,10069.16
255949003,11/26/2019,6597.04
541634006,11/26/2019,897.52
75243005,11/26/2019,268068.35
54962001,11/26/2019,301779.27
88922005,11/26/2019,30084.7
580708015,11/27/2019,100.0
71281000,11/27/2019,3183.48
32225004,11/27/2019,129.75
955043009,11/27/2019,325162.83
739681008,11/27/2019,41944.16
500954008,11/27/2019,132.27
67672009,11/27/2019,2263.27
482623015,11/27/2019,4479.11
922001,11/27/2019,3920.37
512076005,11/27/2019,20397.8
396349002,11/27/2019,3065.93
129294000,11/27/2019,891.96
352638018,11/27/2019,68560.47
657601000,11/27/2019,1.59
32278000,11/27/2019,10975.3
490541019,11/27/2019,48696.64
324036009,11/27/2019,19789.6
163841003,11/27/2019,45.06
533484005,11/27/2019,5000.26
590062002,11/27/2019,9983.77
668509005,11/27/2019,1996.16
705541007,11/3/2019,1866.42
482909017,11/3/2019,268.98
477758003,11/3/2019,110423.84
984541003,11/3/2019,12476.01
574031002,11/3/2019,65645.07
34911004,11/3/2019,221.05
787411002,11/3/2019,5588.35
94702004,11/4/2019,1.7
815542005,11/4/2019,0.0
928800003,11/4/2019,50.0
813340004,11/4/2019,77.74
78684008,11/4/2019,209384.44
636183005,11/4/2019,5776.87
546078003,11/4/2019,99684.45
633485005,11/4/2019,34.09
17614007,11/4/2019,156.91
31873007,11/4/2019,115030.85
709541008,11/4/2019,14066.91
316425008,11/4/2019,399.06
180086003,11/4/2019,12431.93
623077000,11/4/2019,164684.95
47222000,11/4/2019,144.55
736457003,11/4/2019,128393.57
610923007,11/4/2019,11461.79
750001003,11/4/2019,2280.19
6363010,11/5/2019,1733.41
98193012,11/5/2019,23170.71
18146009,11/5/2019,0.0
601800004,11/5/2019,1055.03
742671002,11/5/2019,620.98
52785006,11/5/2019,207638.79
902211002,11/5/2019,541462.38
795864007,11/5/2019,4472.39
561735016,11/5/2019,0.0
821695003,11/5/2019,15772.25
95929008,11/5/2019,51058.67
997976008,11/5/2019,14455.56
896057002,11/5/2019,159.29
571797006,11/5/2019,10704.6
26276006,11/5/2019,151595.4
790016001,11/6/2019,149672.15
619634005,11/6/2019,13925.01
325387010,11/6/2019,55957.13
625205005,11/6/2019,29949.52
76242015,11/6/2019,336.04
917606009,11/6/2019,117088.98
446166002,11/6/2019,154902.53
536698001,11/6/2019,13212.42
960792004,11/6/2019,1319.75
745381005,11/6/2019,7264.57
742671002,11/6/2019,120.98
481143004,11/6/2019,5.58
912397007,11/6/2019,2495.69
670103000,11/6/2019,115754.58
697871005,11/6/2019,78882.74
599195009,11/6/2019,58.33
173375001,11/6/2019,49619.69
547248003,11/6/2019,68.13
118056002,11/6/2019,12237.78
698225015,11/6/2019,3002.59
145650000,11/6/2019,74282.45
507971019,11/7/2019,2082.17
238481007,11/7/2019,124.39
881202007,11/7/2019,288.07
528774002,11/7/2019,135.31
516697005,11/7/2019,3.48
306743010,11/7/2019,55560.56
296302005,11/7/2019,697718.87
352095014,11/7/2019,0.0
936126002,11/7/2019,5514.5
810958000,11/7/2019,14108.4
465375006,11/7/2019,220.02
288986004,11/7/2019,57061.42
82324009,11/7/2019,4690.32
992263002,11/7/2019,30105.79
459681017,11/7/2019,1840.0
834532000,11/7/2019,0.0
520093004,11/7/2019,135011.49
51674008,11/7/2019,42522.31
691564005,11/7/2019,11420.46
916491003,11/7/2019,47671.7
398844010,11/7/2019,-41.47
837772009,11/8/2019,8687.86
736970004,11/8/2019,1509.71
900224000,11/8/2019,24969.73
986015003,11/8/2019,55.26
10640006,11/8/2019,33328.54
330007001,11/8/2019,74306.63
715990005,11/8/2019,103.36
470538001,11/8/2019,35460.11
426924006,11/8/2019,2.28
331260005,11/8/2019,40.69
22323000,11/8/2019,122507.94
293752001,11/8/2019,95051.8
108507004,11/8/2019,54904.88
648115006,11/8/2019,0.0
891747009,11/8/2019,0.0
573972009,11/8/2019,76044.13
659992007,11/8/2019,6944.82
830582004,11/8/2019,614.69
857087005,11/8/2019,16857.8
745231000,11/9/2019,4033.45
672777002,11/9/2019,26354.95
480380011,11/9/2019,1021.02
183204001,6/1/2019,22.32
993331006,6/1/2019,10092.38
605878007,6/1/2019,38.43
32022005,6/1/2019,-11939.05
352251005,6/1/2019,23456.94
658735005,6/1/2019,8.46
338415013,6/1/2019,-61849.96
920955003,6/1/2019,21548.73
614183006,6/1/2019,1486.94
621054001,6/1/2019,5333.08
859698009,6/1/2019,-41.63
96001007,6/1/2019,5765.65
590715008,6/1/2019,-209510.24
321851009,6/1/2019,39267.26
377124016,6/1/2019,6047.06
771543018,6/10/2019,9430.21
770518000,6/10/2019,371.2
651127006,6/10/2019,17.3
672041004,6/10/2019,9473.9
927307002,6/10/2019,254234.11
944233007,6/10/2019,14315.54
673313002,6/10/2019,10701.0
761555004,6/10/2019,40834.01
729996001,6/10/2019,31.24
495453017,6/10/2019,399.0
315874013,6/10/2019,70.76
867772009,6/10/2019,1878.91
638715001,6/10/2019,34.84
359913016,6/10/2019,4556.41
818011003,6/10/2019,2.75
326238019,6/10/2019,39.31
930171008,6/11/2019,8595.39
110489001,6/11/2019,26568.29
522742008,6/11/2019,7746.43
348238019,6/11/2019,106.5
435750015,6/11/2019,13552.5
215534009,6/11/2019,129510.04
581031007,6/11/2019,81009.34
74835018,6/11/2019,138354.5
626439006,6/11/2019,6287.13
106995002,6/11/2019,51608.62
10273005,6/11/2019,107.52
712452003,6/11/2019,11440.8
304923018,6/11/2019,334609.82
226008,6/11/2019,474.51
768301009,6/11/2019,5026.12
562783013,6/11/2019,907.54
