customer_unique_id,acy_avl_bal
268094001,13.41
268175005,7812.7
268406005,191.96
268426008,210.78
268430004,3580.57
268652003,60996.38
268717005,294.55
268783001,186.32
268830009,125.7
269179008,6077.5
269195009,132.83
269244001,-1.08
269714000,2559.18
269897009,30973.66
269951007,28189.06
270017007,59984.53
270100008,237.2
270348005,24508.97
270387005,13517.61
270419001,-7274.450000000012
270512002,131721.6
270519003,179.1
270599008,8.29
270717006,8713.04
270860008,2.35
270962005,431.68
271070001,298908.64
271146007,435.0
271460005,213.1
271579004,369.12
271663007,838.97
271994003,70.44
271996006,114.21
272033001,327.66
272055006,8190.53
272069002,10032.38
272275002,298.5
272514009,37.28
272618006,227.47
272976009,12296.09
273045000,10116.25
273088001,19833.78
273180003,-86483.09
274114009,2082.4
274393006,278.47
274459005,51909.06
274578008,312705.71
274655003,48512.66
274657005,13401.51
275087002,1133.86
275190003,9753.53
275369007,72997.4
275458005,60.68
275700000,3372.79
275822007,8.25
275871009,101718.11
276023005,12097.49
276282008,2.62
276573009,1583.1899999999998
276743001,131.23
277369005,34385.8
277850009,110.61
277987007,2935.32
278140008,123.73
278269001,30.15
278438001,11469.45
278536004,3858.46
278594006,-52.5
278604001,129.89
278655002,-28.6
279224003,27215.96
279386000,83.71
279596008,153273.97
279634005,57.34
279641008,3173.09
279675009,28413.71
279806001,217.98
280007008,33.43
280109005,2785.22
280159002,38947.75
280447000,26.08
280479004,2.77
280757003,19369.77
280968003,1329.96
281054004,3110.48
281523004,-40.45
281667001,2194380.63
282155002,28.07
282316007,40619.6
282716005,61.38
282720004,1.65
282905002,3066.38
282964001,2370.82
283158005,167.34
283369001,601853.48
283516006,49910.34
283649001,11.68
283819007,1124.77
284015001,162.39
284025002,126867.28999999998
284029005,383.09
284177005,16827.41
284512004,174.0
284764005,-52.5
285034009,93.56
285052002,26.93
285079009,-52.5
285342002,46219.149999999994
285448002,24.63
285588005,40.42
285765007,1589.87
285949000,-104.85
286146000,196.54
286266001,499509.29
286388000,20.41
286404006,374.2
287019002,52504.59
287074007,-39.65
287187005,355526.38
287202002,5341.56
287207000,2965.4
287371009,73667.97
287410008,-52.5
287542004,17.17
288599018,599.26
288676005,165061.38
288887003,3.72
288986004,23753.96
288997004,50623.03
289065007,72041.63
289228000,133.63
289234002,52983.77
289346003,8442.8
289632005,103.49
289704001,3637.8900000000003
289807001,188.59
289946000,24.5
290066006,16383.87
290362009,2048.16
290478007,612.26
290543008,314417.43
290687007,20258.614999999998
290966001,-744.81
291149004,371.35
291233009,1134.85
291238001,4860.62
291247000,2766.59
291485002,20034.99
291815009,584490.42
292186005,10.41
292187008,48.86
292476008,4539.82
292539005,12376.9
292573006,2033.19
292744008,127450.01
292976007,34991.15
293097003,1574.25
293098004,69.88
293423009,14.44
293442003,222732.95
293457003,314.5
293659002,1.04
293722008,80357.12
293752001,-46003.83
293816000,22.49
294130003,48.33
294147002,141.39
294450001,3054.79
294615002,6566.71
294636001,28159.5
294940004,-192910.245
294951006,1197.48
295198004,225356.75
295238007,-52.5
295366009,36185.96
295565009,-52.5
295592004,629193.17
295696004,24.84
295879007,-1054.55
296028006,31805.579999999998
296157006,111.19
296209003,21076.73
296256000,129.11
296302005,374759.51
296424003,827.08
296685005,25.38
296714007,1352.87
296754002,48.16
297378003,5242.25
297498002,113.38
297500003,76.26
297816006,4186.5
297829000,67.72
297844000,331167.97
298038008,3.16
298075004,916.85
298174007,1049.1
298496001,-52.32
298528002,-59198.19
298809001,639.26
298896005,45844.77
298924008,5049.61
299056001,32.2
299850003,100.93
299934005,10675.94
299938003,141.42
299958009,352432.23
300075019,13.9
300173003,37.42
300248006,4.43
300286015,7.34
300295008,-974.1800000000001
300323006,108.95
300325008,15004.89
300434015,56329.38
300518004,49.89
300545005,1255.12
300588006,18864.64
300754008,8513.86
300804013,9.47
300831003,39.01
300844011,1.77
300933003,25.27
301024019,86186.91
301048006,114282.56
301159011,-29.97
301187011,182.48
301230007,43210.69
301264000,26774.59
301268008,40.03
301285003,-219602.94000000003
301372009,69098.56
301382004,31857.74
301396000,336.46
301441003,12.82
301444010,568.01
301525007,34.78
301646018,8.15
301665008,475.41
301690009,0.56
301711000,1152.06
301773002,5217.11
301899016,22821.7
301964010,54.54
302090007,1162.6
302168014,38.05
302169006,73098.14
302299004,3.48
302390004,8973.630000000001
302474018,1791.14
302488010,78.12
302632006,24726.76
302647007,249.39
302697013,97.29
302745006,41.65
302764013,175.02
302765008,7941.75
302905019,-105.0
302937006,4015.47
302985019,300.81
303056010,104.7
303065006,-52.5
303089005,-50.0
303100001,-52.5
303165001,138058.76
303354004,39.91
303359018,11917.25
303379015,1.5
303428009,23.45
303503008,36071.195
303508005,170.54
303520004,842.62
303659009,210.94
303706000,1280.73
303796012,129.17
303812007,137.27
303819009,14181.72
303843012,-105.0
303885009,304523.06
303925002,7.76
303935019,200889.4
303944010,-791.83
303964010,40973.42
303987017,40.550000000000004
304046002,32.599999999999994
304174003,-142.41
304182002,1101.35
304196002,308.55
304393019,-44.54
304406006,342423.19
304467008,79333.51
304575008,12652.11
304653008,5.81
304669017,-200.0
304676002,295.89
304714007,100439.9
304745005,29239.23
304784002,1465.0
304874009,11.79
304923018,602271.82
305077013,13976.93
305189003,-231783.69
305293011,-51.03
305545004,43906.76
305571001,114382.57
305685001,402.84
305814013,27617.5
305834012,9532.93
305845009,71.09
306042003,35186.990000000005
306234000,41015.8
306288016,24.26
306306008,7402.26
306368001,6.75
306398015,87.09
306426006,34.93
306453004,118.89
306719000,-49992.56
306733015,6233.42
306743010,5859.56
306762005,67711.4
306824011,8987.39
306864012,9150.43
306865018,175.53
306894013,86.76
306947005,507.54
307009001,-40.19
307125008,1408.09
307171007,4159.63
307219004,2166.4
307285002,651.62
307348002,209739.54
307368015,12.5
307388015,-13.82
307415019,142.22
307435019,99.78
307514002,4034.39
307565009,-470.37
307582008,333.57
307620009,24.63
307984010,1175.39
307988008,7.65
308134006,-4.44
308219005,25237.16
308318015,673.06
308363004,117386.06
308409019,32.47
308554014,5148.0
308699012,34.83
308758006,-32.47
308770003,1490.85
308796011,37287.2
308874008,160.31
308876008,108.6
308913005,410173.91
308955007,4999.23
308969000,-119811.22000000003
309048000,86570.98
309069009,218.98
309071007,643506.605
309089017,-539.72
309125006,41058.57
309142008,65.9
309186006,60.11
309259018,690.87
309267002,56.63
309386000,-60.18
309397003,-45.92
309408003,3851.38
309409000,125.36
309430007,142.94
309544013,3.69
309546002,-104.63000000000001
309624018,-52.5
309650009,39.94
309751003,0.5
309807002,-132.12
309864017,-651.88
309866019,1.07
309895004,75153.45
309979010,165068.8
310065006,620.15
310124015,1680.85
310127006,471.9
310136012,40.11
310236009,20.84
310254005,46.24
310279000,49.08
310359015,31439.85
310552004,-52.5
310588013,755.23
310709016,22.42
310724005,49.620000000000005
310752007,6431.3099999999995
310793007,629.4
310809004,27270.04
310822001,125.89
310835009,47.589999999999996
310894011,18.0
311048008,-68292.13
311146008,1571.71
311214013,35.6
311546016,17.75
311580001,144.87
311637003,307246.52
311711000,133279.69
311713008,2007.47
311754004,271.81
311789017,-191.45
311804013,299.6
311807000,236.04
311814001,129819.4
311818000,36.17
311863003,145.44
311896016,96.99
312055003,84302.57
312295001,85.0
312370006,43448.72
312373008,10051.87
312488018,739.68
312524016,169.74
312694009,3260.22
312713008,15816.2
312725000,15.88
312756008,482.0
312804015,82.03
312825018,99926.41
312844011,16211.37
312888007,2.79
313042005,42.57
313124003,-2076.9
313162007,40106.76
313199009,9.22
313249003,20694.58
313257015,-34.77
313285003,80591.43
313332001,59653.715
313512008,-52.5
313518014,94.7
313519000,-21.69
313596005,1191.05
313709016,7.15
313779016,44.96
313836009,189072.1
313846016,-9449.79
313896016,252.84
313953003,824.4
313957001,957.5
313975000,7.22
314137008,5909.47
314208007,-177092.83
314209003,185.81
314325003,138851.99
314327010,947.5
314339014,1819.28
314397004,24475.39
314439018,-95.72
314474010,507.0
314491004,85144.47
314494007,18143.45
314729016,81.31
314749016,8.94
314759016,11.47
314799016,12.22
314885004,78.59
314936000,2757.12
314998001,823.3
315103000,83516.46
315179012,952.43
315249008,17.81
315319015,505415.99
315493016,33.61
315509011,485.51
315597004,30619.9
315651006,1043.62
315666002,2329.63
315729016,327.28
315736006,5186.77
315749016,0.08
315779016,4403.62
315806016,67.43
315847009,28650.5
315851007,820.0
315874013,30701.93
316047011,36107.72
316047015,198.41
316184003,65.25
316228000,7.4799999999999995
316228012,27.41
316242006,6540.62
316369006,22.64
316424011,755.24
316425008,94.54
316428019,74.25
316445000,79.36
316523015,2.61
316562009,60722.579999999994
316590001,46.79
316624005,27.3
316691003,73948.35
316710000,289412.81
316719016,564.95
316745001,40439.51
316788005,143487.76
316793013,12097.67
316824011,1783.84
316907013,555514.7000000001
317027015,103519.56
317060006,83.95
317109001,289679.08
317233008,550196.81
317264000,7.7
317419000,20040.84
317482003,24558.7
317526007,5239.63
317714015,62286.27
317769019,4028.73
317874018,38.19
317880007,12643.06
317884011,39.73
317994010,16.86
318144015,45.89
318179011,1490186.23
318263009,9457.36
318286013,35.51
318288012,2129.3399999999997
318409014,-103.44
318517002,197979.44
318549011,2603.84
318558014,40.7
318570007,47.05
318614001,-305238.025
318640005,-0.59
318658004,253545.99
318689006,170.44
318709016,1347.67
318721009,439370.86
318729016,-0.05
318819012,-57.68
318828005,10636.75
318829012,44185.0
318836005,110.08
318857005,10062.95
318932009,44.19
318964010,156.19
318994011,108.27
319025007,-94.13
319066000,5458.92
319137001,-974983.98
319173001,9948.82
319224007,57256.46
319260002,-5282.51
319288006,50027.07
319400001,-52.5
319409010,-52.5
319477006,2136.08
319579011,141.8
319729016,12088.0
319739016,25.76
319942004,-80.56
319957008,0.62
319970004,7922.67
320017008,10439.66
320103000,509.79
320106011,22169.87
320131009,2630.82
320216013,5216.91
320255016,570.05
320283016,-301170.3
320311004,38685.99
320356018,14.42
320468018,830.88
320558005,212072.5
320602009,64691.32
320637007,320.3
320670009,258.38
320687013,95.37
320749016,185.64
320759016,20.5
320809012,9.57
320824011,30869.98
320844012,199.67
320872004,5294.91
321073007,127.05
321126003,273.84
321207001,26228.08
321243013,8.6
321263016,5722.089999999999
321273016,30.7
321299001,110502.64
321323001,14.28
321369014,-52.5
321374005,1505.9
321413010,964.84
321440004,3948.22
321440006,53.88
321512001,39.68
321525004,580.03
321551006,0.8
321603002,150548.43
321739001,147.92
321769016,0.57
321780005,4952.61
321816003,201.16
321851009,50.0
321874016,91.98
322004019,29.31
322128016,2.7
322157008,3.63
322213013,787.45
322295000,875.03
322457016,42.59
322468010,6.52
322509008,24.39
322565000,19475.01
322729016,1.2
322789016,44.8
322789017,-235208.55
322834012,448.4
322839012,507.19
322844009,199.8
322869017,-2907.89
323119003,100111.87000000001
323119013,15941.55
323159007,16.03
323174005,491884.04
323185000,49876.02
323213016,-52.34
323244004,2.9
323286007,1021.2
323294003,0.36
323324013,46.1
323339017,3352.35
323488017,1000.0
323529007,9171.1
323545008,10032.07
323559010,8128.48
323655004,3676.94
323663009,62.11
323733001,184.89
323734007,210.14
323739016,934.63
323815003,54624.78
323827002,-45.88
323972004,27.27
324036009,19789.6
324238002,75945.56
324454000,40565.39
324466009,232168.78
324584014,43.64
324677013,1867.55
324704007,10771.58
324784011,2073.12
324785004,39208.15
324924001,134119.96
324942004,7030.48
325195008,427.68
325236013,42.73
325249007,-104.83
325257013,0.18
325278010,109832.33
325327007,5182.89
325327011,49476.47
325387010,50179.63
325392001,14.04
325474012,143.49
325510008,60.37
325584014,38.6
325594014,26.16
325600001,158.64999999999998
325615011,-31.21
325814016,30.74
325854011,631.56
325944011,619921.55
326015003,322.01
326017005,706.27
326077014,110.76
326238019,-23.35
326314008,-1257908.78
326325005,644800.89
326416012,35.0
326458000,16659.13
326514004,11.13
326540003,201872.89
326557007,-159662.4
326649003,115646.77
326766004,1.29
326854004,95.45
326875002,2061237.36
327062001,11197.571000000002
327088011,29794.73
327107013,19.97
327157019,-20.31
327195000,90.37
327203014,95876.48
327435006,14.31
327443005,63234.31
327472007,30672.56
327492009,9757.39
327614018,7.66
327632009,68.03
327701003,-52.46
327728002,2365.51
328005004,40.1
328097005,437.8
328108016,23.25
328138009,909.84
328139004,85.7
328213005,32.37
328525016,-29.61
328527002,113.13
328674003,92.5
328745003,23746.82
328775010,379424.37
328851007,28453.62
328872000,30.57
328918004,47.94
328941007,18362.47
328946007,266.06
328996001,5500.16
329019001,11203.54
329119000,-52.5
329218014,111.62
329279003,208.22
329313002,30115.28
329398002,262637.28
329434017,35287.37
329655001,10778.01
329655009,41200.51
329664005,114129.75
329707007,74.06
329892006,416.08
330003003,224.37
330007001,21010.76
330013009,46.16
330029002,19.44
330063005,3.39
330084016,189.24
330114001,-83892.59
330119009,55488.3
330127012,109.32
330253016,42122.65
330428000,581.16
330436009,20159.86
330439004,393.29
330444001,1363304.35
330444014,371.09
330494004,62962.12
330585017,13867.89
330745014,-3.71
330804011,881.3
330804012,123.10999999999999
330812001,129006.86
330824011,9497.9
330864012,10324.61
330943009,2659.0
330970008,54.11
331065006,15983.98
331148019,439.42
331260005,18.19
331313005,863635.04
331474009,9.74
331491007,-52.5
331581005,-225817.34000000003
331606008,722.2
331707008,8653.57
331747008,20.44
331754010,282328.11
331774010,11965.82
331794001,182653.62
331813015,-52.5
331874012,15.66
331929007,1254.5
331949001,3199.75
332035006,24.83
332066009,23.75
332108006,100.18
332127011,14.46
332647004,58.35
332824011,105308.04
333004011,1833.155
333070002,-90.83
333074011,1823.845
333157014,47.77
333284017,44.41
333399003,70.39
333406004,205.93
333454017,55652.89
333473013,-78452.1
333505005,166049.03000000003
333515004,180475.09
333631002,130.27
333733017,329.34
333756018,26378.98
333804012,1309.26
333824012,22.99
333863004,16.54
333972005,3.05
333975000,3.25
334025003,536.21
334118018,6.17
334146016,-102.33
334164002,18025.4
334176016,-52.5
334192003,4.68
334193000,4662.620000000001
334253006,-37.27
334303005,60.75
334387017,184.14
334469008,16679.44
334508018,76.8
334548018,137945.66
334578018,-221836.2
334746001,330345.39
334814012,3261.79
334884011,253.75
335015008,46.58
335026010,3.06
335029003,2631.81
335126016,10012.25
335205000,35150.08
335250008,154.14
335363011,7.29
335418018,206278.79
335595013,-52.5
335610001,-13.14
335625017,20177.09
335632002,23436.565
335699012,455.71
335782009,2015.39
336061003,64207.42
336176016,55.65
336273003,295.37
336276006,485188.93
336303001,2749.56
336337014,-52.5
336412005,25.43
336416000,308.66
336429007,21045.36
336492005,23881.77
336636007,59.17
336711006,59.06
336747002,39.38
336812005,21758.2
336823007,42854.63
336836009,40.51
336847008,77.77
336864012,18628.0
337019018,-26.59
337023002,44.33
337026005,98.81
337073007,10057.07
337171006,155249.25
337267000,14.79
337298006,1532.47
337385002,114630.8
337393003,1023045.97
337421001,-49.83
337556008,2757.33
337565009,25523.37
337574010,24.07
337604009,13549.97
337758003,20079.08
337766009,12478.45
337782007,0.5
337813014,-39.35
337923008,5786.52
338032007,32435.46
338178003,43.51
338255004,1531.78
338323019,-189249.82
338349003,32.4
338357000,217.42
338442004,0.32
338454011,1013.73
338519014,77.65
338558016,1532.1
338761005,244161.58
338808017,31212.27
338821001,3006.81
338874012,10383.55
338884012,2989.58
338982000,132.17
339073008,336.86
339223018,31006.17
339288000,1462.89
339310000,74.32
339370006,71.44
339464006,820608.81
339626015,116.96
339636015,142.26
339645002,107.74
339864010,990.72
339874011,13321.8
340023008,58103.99
340060004,547.69
340062004,77.82
340342005,1774.03
340354005,27.99
340357015,522.66
340493009,36400.4
340531000,103.5
340544006,402.0
340563015,13441.67
340632003,1073057.2
340633009,9112.27
340635006,27.26
340684018,0.35
340686015,5.77
340754015,-20.900000000000002
340783013,-6.87
340800001,103721.42
340884012,30.94
340948003,21967.69
340978005,14.0
340985008,2704.03
341006001,-52.5
341021009,64184.91
341035007,85979.2
341264006,7125.69
341283017,235773.73
341315018,396740.29
341403015,7.9
341424005,588.77
341465016,18063.35
341498004,49.19
341588016,140.07
341646015,164.11
341660005,10723.99
341683007,-988.73
341701000,1.87
341786019,4053.395
341855009,268.21
341858017,181.83
341873009,-52.5
341971006,125791.73
342137005,7003.2
342211007,27756.36
342218019,582.5
342256015,-2052.5
342391004,268.34
342440000,20.059999999999995
342464008,3310.05
342520007,44533.215
342525008,55.6
342705004,1066.82
342765007,1406.79
342814010,202528.28
342824012,-1065.88
342869014,4639.0
342883011,34.32
342987005,65.95
343037006,857545.3099999999
343085011,34.6
343126004,42170.21
343216001,10986.16
343236000,41502.16
343267009,4.3
343573012,430958.58999999997
343627011,636.65
343785012,-52.5
343797003,-17180.96
343806005,3.42
343832003,172.45
343853008,-46.34
343884011,400.0
343889016,34.22
343889019,299.57
343946004,1664.58
344016005,-52.5
344097018,10.7
344233010,-5180.73
344302002,937.84
344412001,661.71
344442008,51.97
344457017,18496.5
344502007,8228.3
344554004,51.92
344792000,273.73
344844012,1079.57
344864011,497404.71
344873019,5075.07
344874012,-181098.41999999998
344952007,149847.03
345019002,456.67
345036008,1025.43
345119006,240229.685
345163003,10085.57
345570002,87.54
345586017,2100.27
345589009,68.79
345590005,-189133.51
345705008,625.1
345824010,51.61
345834012,10519.56
345854012,729.52
345911002,42.79
345985010,6029.5
346038006,485215.13
346274014,513.66
346301004,49248.68
346303001,311.55
346356001,9.79
346558006,22.94
346589019,-6209.76
346658001,173060.67
346711008,355574.3
346797006,32737.08
346821007,315.52
347045014,76.28
347092002,10439.09
347164004,83301.42
347208008,5200.31
347214019,610.54
347304005,34.55
347378008,20831.97
347426004,13.88
347475003,30079.92
347513015,63755.91
347564000,22399.91
347566003,1254.23
347629014,112.41
347752001,148.54
347763018,338.94
347824012,274.99
347874011,7038.56
347965003,173.91
347997017,747.75
348238019,-1600.0
348244016,20811.36
348450003,2.12
348569019,-52.5
348666005,922.48
348701003,71.36
348744014,-157.5
348775001,1994.81
348775019,11.81
348804002,33.33
348822007,34440.71
348882006,444599.77999999997
348903004,2502.83
348913003,-52.5
348927001,256.31
348955014,114.07
349192009,-2.64
349231003,37.98
349318013,33857.41
349349019,9683.8
349500005,542.22
349503003,10826.73
349505000,889.53
349516003,153665.87
349679000,2581.14
349679006,33302.45
349725019,-49.08
349754005,8872.59
349808017,10.33
349874012,4.32
349893013,-52.5
349945008,289209.12
349984012,39840.3
350163001,197842.42
350324015,466385.33
350387017,58.75
350478000,117.74
350527009,25.66
350588005,-31.67
350642005,-52.5
350653002,14.9
350739012,33288.69
350804011,44973.82
350843013,877.91
350868017,72.45
350887001,43.809999999999995
350996006,304.11
351052008,52459.59
351153001,42.0
351176015,207.91
351248009,13416.24
351268005,2009.07
351294014,-128377.99
351383011,86.9
351387004,311411.32
351462008,612.1
351566016,154140.65
351590000,-251879.94499999998
351624004,29238.45
351640005,1.95
351656007,77.88
351717002,-338999.18500000006
351804011,732.12
351842005,10.25
351864008,13768.65
351909008,4322.5599999999995
352133001,18.22
352158010,14626.08
352171006,-2.97
352214003,7379.32
352225001,29557.8
352238009,5576.5914999999995
352251005,-52.5
352304015,23118.43
352330001,84351.37
352352003,-52.39
352354015,-173175.54
352365000,79.77
352394015,75104.32
352409001,219310.48
352493012,144352.99
352617002,84336.91
352638018,68560.47
352701003,82391.95
352744011,50.8
352941006,32.47
352949005,15585.380000000001
353028008,2396.9700000000003
353144011,20.42
353196012,-332.1
353254014,19937.15
353266003,23.8
353361002,30218.42
353374001,-106.03
353408005,2312.16
353447000,607.26
353462009,108.28
353477006,36342.29
353558002,-64.63
353664005,10157.15
353713019,99.72
353767002,1950.0
353774011,5565.67
353783018,6717.83
353804011,99.17
353834012,47.68
353854010,3265.73
354104015,751.14
354156016,12.72
354240005,65.23
354316012,44358.65
354323003,90.34
354338006,75.09
354359008,133.34
354529001,56982.51
354581005,3.26
354595006,1612.89
354596002,39.91
354716002,28020.77
354816007,-52.5
354845013,-33.99
354854012,314.24
354942002,42567.29
354965002,1814824.6199999999
354978006,174771.2
354996009,13.810000000000002
355129009,18856.1
355137008,3.89
355277008,170.76
355285006,-63.87
355328006,107.66
355438010,-28.07
355536015,117.2
355602005,24.55
355866002,449420.06
355894011,140.11
356016018,58.51
356115002,166.22
356236000,1235590.72
356246001,14164.08
356293011,86.9
356549016,24.21
356553010,27606.94
356687015,454.89
356804010,-7065.115
356812000,952.08
356845013,139.37
356855009,89.72
356888005,28767.9
356974006,24330.780000000002
357035000,-47284.77
357148001,106975.01
357165008,2089.98
357253001,34486.99
357255007,1049.84
357533012,20523.09
357769005,1141829.27
357825019,-52.5
357834010,849.86
357839009,-45472.975
357885015,22.35
357899005,-450970.535
357899017,69412.01
358198014,504.8
358223014,167799.75
358242004,54117.770000000004
358244014,7153.8
358323011,554.95
358561009,7354.78
358576003,704.18
358595007,8.02
358629005,5833.83
358697001,4.66
358715019,34.28
358735010,400.98
358764006,185.16
358765001,36316.09
358776004,119218.38
358794005,60.97
358803001,1563664.265
358809017,29037.17
358845013,9.88
358864012,451.74
358875013,-47.37
358926003,43.74
358927008,344.38
359018016,66.34
359118000,139483.81
359211004,153012.95
359364011,14531.6
359547009,20115.71
359568009,200.14999999999998
359575000,283.62
359634009,220.75
359777002,38507.45
359844010,29215.84
359874012,59.69
359898018,6989.55
359913016,17824.21
359955010,9.94
359960006,-52.5
359994006,-350485.86
360005002,1410.405
360210006,-103057.60999999999
360293007,2061.39
360305000,471.08
360366006,52.38
360408009,41.69
360455011,39.13
360471006,40073.77
360517003,2185.98
360545001,38382.62
360670008,115.04
360778014,307.3
360814011,122.51
360824010,2513.05
360835013,-95.86
360963011,55.44
360966004,-149410.42500000002
361137006,-65.54
361210005,-1670.15
361398014,707.22
361598009,7347.19
361723018,2562.35
361746006,65.73
361814015,137712.35
361834012,75.84
361894012,629399.58
361996009,15375.89
362163000,55.47
362173001,406.01
362193000,76092.99
362236014,109120.83
362278001,20.0
362343006,48.56
362373018,-50777.64
362407000,1563.69
362438014,50.7
362459015,1921.22
362479015,330.06
362525011,-78.2
362525019,127.89
362590008,17.32
362804012,45.0
362834001,60.57
362897008,10407.71
363190008,431.29
363192008,97793.8
363273003,-185.27
363304007,240.16
363347007,83718.07
363441001,13.31
363445000,-96.34
363454012,62064.95
363474014,1009.63
363489015,51.9
363580005,251.64
363673000,509.42
363775016,10341.45
363801004,955.21
363805016,48.28
363823000,42250.52
363922005,2.43
364044014,2.07
364123000,513.37
364188013,436.77
364208011,10310.31
364328007,60674.36
364354014,35.82
364406016,195.95
364422004,12396.119999999999
364474000,342.06
364483014,1547.81
364666008,99.0
364689008,14.6
364708001,127596.45
364814012,480.51
364834012,5385.51
364854010,439.6
364854012,12942.74
364972000,59.69
364977013,19.82
364987014,26.91
365034000,1348.695
365053007,-19.36
365204006,-105.0
365226008,33.58
365447011,10050.31
365589018,0.1
365624015,32.81
365664014,36679.65
365684011,40.02
365802004,4.37
365860008,-2547.35
365864012,15.25
366021001,229.96
366135008,0.24
366249013,-184.43
366270004,2510.0
366294008,81.02
366306009,2748.39
366333019,-267324.48
366379019,61094.73
366414012,-149.84
366503007,45.26
366529018,-269.72
366539018,3824.11
366568007,226090.48
366601004,79.47
366604014,1702.05
366615011,360.47
366623004,22487.92
366661005,32699.35
366673008,122096.1
366874012,80.69
366937001,5500.48
366955001,-23.19
366985000,-54483.149999999994
367222002,2412484.68
367304004,92.32
367313001,352.4
367502009,15.64
367516010,7.96
367589018,30.41
368071007,56.97
368111002,16955.66
368224000,5.56
368435001,-160071.21500000003
368479008,12613.37
368507003,32.49
368634002,164.13
368667011,-52.5
368722003,23.56
368780008,349.02
368814012,120582.23
368835016,3407.05
368853002,45.24
368853005,4409.69
368854012,19314.5
368983016,52416.54
369057003,33.84
369075006,21562.05
369194003,397.56
369271008,14.91
369289002,8786.619999999999
369298012,21567.95
369475011,256.29
369498009,7553.11
369660004,21712.48
369707005,24.79
369738003,7560.46
369753013,105.31
369854016,13860.19
369893006,56241.88
369896001,2972.65
369897005,30061.46
369981000,18.51
370056009,4595.76
370167009,9711.7
370310001,51182.77
370383011,266.38
370505005,6471.45
370534016,205754.98
370665000,969.53
370695003,40573.01
370735005,330.42
370763002,552.88
370775002,116122.43
370959003,217.13
371082008,36244.94
371154007,32.6
371284014,-127504.34000000001
371325000,17413.09
371425000,141.0
371433007,0.53
371480002,6953.59
371481006,10339.09
371490006,234.72
371514001,18.419999999999998
371614017,-137.89
371626009,49.37
371707003,3142.4
371799003,31489.05
371804005,192572.47
371805008,7349.83
371844015,38.07
371943013,907.89
372091008,15576.88
372108002,-52.5
372119008,11643.63
372244014,0.35
372262000,2.26
372292005,7465.1900000000005
372323006,698.4100000000001
372384008,7263.76
372392005,172542.16
372417008,25180.26
372547003,77374.33
372629009,32.6
372670001,9280.73
372716013,32506.27
372720003,2008.67
372768007,9592.54
372804010,22.91
372894010,47.5
372929006,15.84
372956003,82461.58
373037006,3.71
373073005,842.9
373233013,85431.45
373241008,220.39
373396018,17.56
373416005,1484.3
373454011,432.42
373551006,76.0
373571001,562412.595
373658003,55.92
373793013,13824.75
373824010,99.93
373827000,669.78
373829018,24019.18
373854010,9815.82
374134010,278.06
374217002,88335.49
374248003,193.67
374299019,49.85
374337009,1148.42
374561008,113944.91
374583002,794.56
374735004,-52.5
374785005,9828.65
374854000,3585.72
374897008,982.03
374934006,10869.9
375078003,532.83
375168005,110.18
375199004,10.74
375313008,20.88
375394014,6.12
375465011,-50.88
375480002,14.14
375588005,12878.14
375624007,80.22
375651007,2323.19
375695000,1130.54
375739019,14835.36
375740006,53.37
375804011,32.38
375864010,12152.66
375978000,17.83
376143000,57188.72
376192008,10795.12
376195006,31.62
376242008,378.66
376389012,100.0
376415004,2390.86
376645019,5.32
376704013,1300.6799999999998
376794013,68.84
376804011,358.09
376854012,5213.93
376905007,90.9
376921008,7.84
376978006,9980.18
377084017,5012.58
377097017,1046.6
377113005,2.6
377124016,11.89
377206000,13055.29
377287015,4356.27
377306018,34.24
377356008,40423.85
377421002,67.11
377450004,58505.08
377504003,75.32
377510007,21528.06
377533008,1755.32
377550008,17.57
377709007,94.68
377830006,1107.87
377844012,55.0
377884012,67.02
377934010,4028.1299999999997
377954011,-66990.74
378174006,5324.39
378179006,18059.87
378308002,31.21
378391006,167812.87
378477007,63.63
378482002,4332.73
378579006,84.57
378681008,44145.090000000004
378815009,397166.48
378884010,242.3
378884012,161.27
378991004,6.97
379085014,-1781.65
379203002,11.485000000000001
379243003,195195.42
379244014,-160109.48
379326005,42.12
379360008,19106.95
379406005,25209.34
379508009,56454.34
379511002,-312593.75
379544009,23.74
379647004,309.5
379814010,8.3
379859019,1340.72
379864012,177.67
379961008,2046.8
379962002,98735.8
380074009,-105.0
380108001,860.07
380174000,73.32
380214004,177.64
380323011,2.81
380347000,167775.03500000003
380362005,92.34
380443017,12085.71
380452003,100318.34
380636007,69.0
380746005,4924.75
380747009,127.31
380813013,94761.63
380824010,26369.46
380824012,463144.98
380863012,14.25
380899017,3129.6
380995003,6370.87
381019013,77844.32
381026004,50599.64
381032009,15883.01
381166004,11175.31
381343003,383840.83999999997
381459001,-1920.5200000000186
381634000,1000.88
381658001,793.11
381712007,184696.82
381735006,2312.15
381742009,4773.22
381804012,40.89
381824012,33.54
381850009,243.84
381881006,53.75
381901005,22868.670000000002
381931008,21945.8
382079007,226.69
382103003,58647.15
382295003,-52.5
382380007,1218.03
382424018,31.32
382543005,665.21
382655001,445863.72
382675007,20.31
382723000,641.89
382724013,5447.03
382812004,110259.77
382824012,5270.1
382828002,260.91
382879017,0.04
382894010,3376.96
383028018,-26.26
383072001,-52.5
383224002,7.15
383316018,161.94
383333011,5040.52
383381000,-208128.09
383408006,10057.01
383518014,-3.0799999999999983
383765006,18.62
383804010,34.51
