customer_unique_id,acy_avl_bal
41640018,19919.94
41694013,1200.0
41722009,-168119.45
41732009,-169782.94
41841008,4773.0
41900007,146.31
41931009,18.29
41966009,-400.0
41981006,883.8599999999999
42038005,665.34
42056008,80.75
42075005,-409434.59
42254006,9865.37
42313010,239.62
42361013,17.69
42392010,9101.06
42569006,20424.92
42595001,295.4
42735003,66.09
42811002,267.64
42945000,31.79
42955009,27858.35
42986018,-47447.26000000001
43069008,17056.46
43188009,-239242.5
43201003,48.66
43264015,58.63
43266000,2044.82
43341013,19461.24
43361019,412.14
43393017,4.85
43466003,-16844.85
43474018,28.99
43505003,12388.07
43531000,20627.76
43595003,2479.67
43683017,813.57
43693011,30.88
43693017,29.26
43803010,-104.55
43812003,-16.83
43843010,40.97
43988000,41.45
44171013,11197.28
44179000,112.01
44236000,16.57
44246009,7029.26
44266000,32.74
44267003,1206.33
44299002,7.85
44305009,1088.59
44336004,24.09
44361013,207988.93
44386017,1058.67
44461008,134626.97999999998
44466000,166316.05
44505004,-529984.995
44724009,37899.61
44726006,21215.91
44744002,1859.22
44802001,25172.44
44841000,3045.49
44845005,214464.14
44902001,-49496.07
44902002,558.4100000000001
44923013,-75001.33
44981009,5792.6
45023008,70.50999999999999
45156001,169043.785
45186005,1204033.54
45244015,-2577.33
45256009,396.25
45263017,0.02
45355009,652460.96
45434018,279.41
45456005,-32.19
45550014,1721.94
45616004,77122.07
45663000,297.83
45746013,285.0
45846006,285608.06
45871000,38851.83
45881002,406.81
45937004,0.43
46006005,1996.22
46014012,4072.03
46025000,925575.97
46037013,7.84
46151001,363159.175
46321013,261.2
46343011,916.08
46440018,9292.97
46457005,15.85
46471008,14.77
46494018,179.17
46691003,5673.16
46768004,301536.48
46942001,17178.99
47013012,14.69
47061000,9.14
47066002,225.82
47075008,287888.80000000005
47121010,294.43
47127000,30211.02
47206001,9207.22
47222000,2843549.4749999996
47266006,2404.52
47296006,35134.43
47316003,225635.15999999997
47363014,143.15
47381013,80.97
47485006,54466.22
47575003,66068.18
47616004,-175129.02
47806003,41314.47
47864009,43505.96
47913005,0.61
47925007,67005.57
47926014,-5.75
48055009,-47.23
48161000,286.58
48225008,2145.56
48234000,129.21
48237007,1136.18
48391013,87573.68
48402017,72494.82
48405006,26.64
48484018,747.62
48496005,14.81
48501016,88.55
48516005,438.29
48593000,82.96000000000001
48619002,-41.59
48623003,46754.0
48631004,546558.5449999999
48692006,229333.75999999998
48692019,4195.73
48701002,375.04
48732010,12.31
48806017,0.75
48822019,34113.26
48975013,199.11
49005001,53.150000000000006
49040013,87670.15
49050013,945.64
49156009,44.06
49307004,15210.05
49311013,979.97
49313010,98.9
49316004,15022.0
49336005,29909.53
49352016,485.58
49356004,185.75
49373019,1446.25
49505005,-7601.080000000002
49636000,19104.2
49810004,72548.87
49846017,209.34
49871017,34.38
49882002,173064.59
49915007,645569.01
49921016,19.09
49972008,4.86
49982006,9035.64
50022017,-52.5
50062009,44239.29
50062015,148680.23
50134000,214169.32
50206006,61990.26
50224007,82522.61
50261012,77445.0
50286009,0.83
50289006,19081.85
50317004,143099.87
50333003,-255330.91
50378004,458184.14
50593011,20410.48
50663005,2293.95
50670012,40059.159999999996
50685005,61494.24
50692006,102284.7
50702012,-52.5
50776003,50164.95
50851002,12038.84
50851010,10119.72
50900004,25.37
50920005,8008.65
50925009,14.09
50960003,758.9100000000001
50975006,178786.38
50985001,21.19
51107007,1.01
51233002,19.0
51241005,255911.76
51282013,-1.35
51296006,202.52
51523004,202.7
51561005,965.03
51561008,621.6
51561011,257.76
51595009,3215684.4099999997
51631016,40.94
51632004,31.65
51646002,12909.77
51674008,153818.21
51705011,75.93
51948002,44.55
52263002,9.96
52273002,8112.49
52296007,2294.41
52331009,9029.400000000001
52383003,-94977.03000000001
52513004,9138.92
52544000,-299720.95
52584000,4617541.07
52607004,92799.11
52639008,12.37
52643017,25.94
52652008,50.67
52662009,-78618.21
52674004,57.01
52675005,48606.82
52735001,806.42
52782010,-174869.86000000002
52785006,48258.42
52795003,1449.53
52841000,80501.27
52863014,-157.5
52873015,138327.62000000002
52893003,21098.714999999997
52913007,77329.77
52921005,863.24
52950005,963039.84
52993006,65.26
52996012,-3.549999999999999
53143004,62593.83
53242001,591.15
53261001,174.11
53273009,9917.35
53419006,988.22
53585008,29.819999999999997
53590009,27.62
53625009,97175.97
53636000,641.79
53741004,9298.89
53764009,22.71
53781012,0.26
53815007,1033.47
53823004,64055.03
53896000,101.58
53931011,-11.82
53932004,59.21
53941019,1948.13
53951003,4846.219999999999
53971001,477674.84
54011005,101499.94
54097002,13.620000000000001
54100015,5.4
54226004,50.89
54263000,26.94
54264005,16088.47
54271001,10010.15
54283009,927.3399999999999
54425003,49.22
54486003,73.81
54523004,966.31
54670003,138145.76
54791006,2832.06
54821002,5750.74
54925001,3730.49
54944007,-157.1
54962001,80025.73500000002
54962004,12671.17
54969005,2074.55
54980006,188251.00499999998
55067015,98.92
55171006,2363207.5300000003
55211016,234.61
55363003,934862.29
55364019,4565.16
55382004,162879.86500000008
55461002,59183.64
55672002,130.14
55695007,19590.11
55705003,303382.68
55845007,210.93
55931009,12.21
55981001,92.5
56013009,85.5
56243001,1699303.63
56292018,24.14
56308003,26.87
56346001,69.51
56414016,401.71999999999997
56475005,172788.51
56534006,-10280.79
56555003,13313.06
56585005,-55732.88
56646009,-52.5
56665003,20159.68
56851002,822.07
56878003,1551.16
57044000,493.53
57185013,5089.18
57197002,56842.270000000004
57443014,169.67
57499006,970.46
57516008,70590.98
57525008,655911.86
57597005,8009.26
57761012,13.99
57771012,138.78
57792007,765.06
57793002,10.51
57852005,15754.21
57854000,4636.27
57893004,713.0
57926007,66.28
57932009,167786.28
58221014,2000.0
58261005,-105.0
58277007,368.08
58549001,329.05
58573017,31.35
58653017,30.44
58741003,702317.08
58936001,959.18
58984007,19.59
59101004,219604.91
59227006,85175.26
59356001,98.96
59426005,99.99
59483007,100.92
59615007,-2052.5
59620005,63065.475000000006
59811009,11817.04
59976000,93533.84
59984000,334598.09
60011016,34106.93
60022005,6.0
60025006,405613.94
60072004,85649.07
60316006,1636.1
60378009,477971.37
60395006,6396.12
60404007,165214.84
60489005,5068.33
60502017,27255.3
60602017,1702847.665
60674017,50203.35
60693017,79.1
60756006,4251.26
60784009,12236.72
60828003,-55.18
60861000,529.31
60916002,52.77
60925006,46517.33
60955007,6185.39
60975004,77580.1
61001000,17094.38
61031004,130190.22
61032009,1774.91
61065006,11549.800000000001
61182010,50006.95
61304019,15852.63
61376010,312.42
61445010,231.35
61522010,-52.5
61523005,-400958.685
61602011,14049.0
61664009,16.37
61718003,32804.45
61730003,16714.18
61801014,87.5
61810005,1025.81
61875005,62023.48
61880010,165.01
61886007,48.63
61925007,11060.91
61944006,581.46
62033005,4417.64
62133003,8334.51
62231004,10256.43
62263019,23439.98
62274003,23.01
62340003,975.8100000000001
62347008,74653.42
62368003,2342.73
62549002,61357.2
62576018,23.99
62772004,1474.785
62801002,164.03
62872000,4089.79
62891003,-601591.7599999999
62945002,220.04
62985006,222047.34
63032009,73260.98000000001
63056009,617.6949999999999
63144001,-258398.02000000008
63161004,646757.51
63161007,285722.85
63211014,53.09
63271005,510993.14
63356007,141566.77000000002
63378009,2532.37
63400006,4518.03
63501010,93796.75
63573009,3.71
63583010,250.95
63703019,542.31
63728007,1134.26
63811003,-1684113.0899999999
63873009,2932.61
63884004,5908.57
63892014,160264.87
63901009,787.78
64012017,2.12
64054003,25.3
64058001,950.0
64097011,1318.96
64175013,5149.45
64587004,3409.97
64745003,299596.69
64802013,17.95
64814000,-113979.15
64896013,146.03
64920001,4845.51
64941005,4378.9400000000005
65026000,53991.6
65121004,140672.16
65167007,672291.22
65214013,95.72999999999999
65223002,1076471.94
65476008,402.65
65533003,11089.02
65654010,16000.77
65681018,64.52
65733007,90.21000000000001
65743015,116.74
65839001,10.84
65927002,0.58
65946013,5.41
65961009,57.03
66063006,-76343.515
66153000,-1.38
66155002,234.38
66183009,204.77
66203007,501877.22
66225002,404699.31
66370000,2440.01
66444015,92429.32
66545002,-22158.350000000002
66631001,36072.63
66654008,7040.2
66672018,-49.35
66743009,5779.68
66745007,59012.51
66810000,10767.13
66811000,5404.53
66870006,1922.92
66972000,-52.5
66992007,13670.0
66996004,8045.69
67003009,125.31
67025016,-167678.35
67104004,181.69
67113018,57917.459999999985
67115006,1577.5300000000002
67152014,7.76
67202002,5260.04
67228002,-3.4
67314003,2609.67
67425006,400.86
67484018,113139.85
67595009,11950.04
67629007,38592.54
67640010,869.51
67652003,63956.08
67654003,88.67999999999999
67672009,527676.875
67675000,500288.51
67691008,1969.16
67731006,181.84
67745001,38190.22
67903009,10634.57
67915009,133678.09
67985009,55411.57
68042009,849872.43
68171004,729519.53
68258006,55261.25
68313010,0.42
68336004,89.95
68383011,13.0
68420017,-52.5
68441001,934.28
68517002,77.2
68546004,39.05
68613010,11.04
68644008,248.54000000000002
68752008,72582.23
68818002,359.71999999999997
68851002,417558.45
68872009,3.4
68885001,13282.02
68891000,494.67
68905002,612.24
68917002,2.66
68931001,155866.86
68955006,164423.05
68975009,18723.01
68999001,-50.0
69063009,49.88
69079008,11918.42
69080017,620.41
69090004,1585699.945
69175006,2012.14
69215004,98715.48
69336005,31393.84
69439009,19.59
69446007,987.4
69473008,261.78
69510004,12321.005000000001
69523007,158881.04
69593014,37.79
69596004,1187517.42
69627003,47.489999999999995
69668006,-52.48
69683004,307598.35
69745009,35375.59
69757004,3441.97
69766008,-4.84
69784016,33099.65
70051000,146842.30500000002
70109008,15631.39
70176008,2.42
70215019,-45.15
70326005,115629.25
70339006,376004.18
70354009,19732.05
70416011,40.23
70488000,0.52
70520003,21.73
70543000,63.77
70801001,247.69
70839005,49152.16
70851002,303.1
70882012,1.65
70910000,60149.81
70921007,35.1
70927001,749.16
71084004,-52.5
71112017,17899.65
71120007,585092.45
71209005,3.57
71278000,5805.57
71281000,2959392.52
71376005,200063.51
71384003,61.74
71489000,-52.5
71607006,45002.45
71684003,59.57
71696006,41.36
71823000,22.73
71883005,24.35
71891000,15119.51
71921009,860.6899999999999
71951005,-10495.51
71967005,105926.26
71989007,311.41
72001011,29.53
72017008,31009.53
72022017,-105.0
72066003,2481.9
72100016,102229.06
72133003,157921.65
72226000,413427.43
72367003,0.87
72368008,10006.45
72495003,40764.28
72501000,499.25
72531004,2925777.71
72566005,0.03
72613002,-58945.83499999998
72778000,83.89
72794004,-52.5
72804009,2291788.6799999992
72915007,56273.96
72955004,13.29
73014008,47.47
73055000,35097.69
73406011,20984.22
73463004,1295.2
73485000,174.57
73513001,1777.04
73525018,6.9
73779003,123.97
73826002,358082.28
73888002,-52.5
73890016,55203.51
74035006,438156.09
74043005,76820.74
74057008,27.62
74064006,4167.23
74072004,927.75
74372005,3244.44
74397006,288.4
74420006,21425.739999999998
74425000,101615.68
74763007,42289.01
74835018,5870.98
74842000,20071.22
74893018,25392.68
74894005,4044.91
75002017,1.47
75114002,63809.08
75184011,132.09999999999968
75186003,305.92
75237002,467.78
75243005,271789.13999999996
75329006,4064.03
75534003,4290.45
75606019,58.08
75622009,70905.37000000001
75630002,7580.610000000001
75690009,125.03
75700006,1293.0900000000001
75735005,12.66
75744010,-272939.46
75805008,60004.16
75811002,-52.5
75858000,993.39
75942005,4002.1
75945002,491738.97
75951002,958659.6
76033019,6696.95
76062002,-112057.73
76114009,89142.78
76192015,84.44
76203019,44.65
76242015,10776.33
76375010,89598.53
76446017,37936.950000000004
76478002,3140.97
76552004,-303062.96
76935015,5309.900000000001
76971009,41889.8
76984003,-82830.41
77002015,4120.99
77009006,12546.66
77056006,813.56
77131006,69244.44
77133009,250198.85
77164002,153606.59
77244006,59.31
77367002,19.65
77553009,475.18
77555004,1.98
77556004,56626.44
77632012,1634781.5699999998
77651002,15060.08
77675005,27235.670000000002
77787009,7538.69
77905009,128309.74
78122017,168912.02
78132018,168.65
78141010,180559.85
78167002,11188.53
78175004,33.79
78189001,64.49
78281002,2636441.72
78282004,4608.51
78292004,121.75
78446008,155069.3
78499000,83.72
78653006,3945.64
78657002,13782.91
78681013,48.94
78684008,3147165.75
78746019,52.8
78765003,66.69
78781004,203706.24
78859006,25019.1
78925009,68836.54
78951009,71024.28
79002014,100.62
79038000,-30885.319999999996
79161004,65197.79
79222003,-346581.52999999997
79263009,14239.75
79276009,599.98
79636004,-37.75
79640007,4546120.97
79710014,39758.31
79866009,26576.08
79915009,62993.29
79971015,23.04
79995007,30729.2
80034005,-39.7
80051013,19993.69
80086001,-25096.85
80131000,-43343.32999999999
80135004,39024.3
80174009,92465.265
80264007,19796.97
80266006,18.51
80277004,79691.20999999999
80302002,48.81
80310003,105933.21
80555008,103.59
80723010,407.24
80896006,95.28
80945009,231615.15
81010006,39486.854999999996
81045016,1.9
81230006,1178095.2899999998
81253019,-950.22
81263014,120734.4
81294007,1022.39
81331013,14979.57
81376009,118.91
81446009,5.85
81594007,66884.87
81606004,76829.12
81731008,1382.5300000000002
81742004,11.99
81835001,19432.54
81881000,10486.36
81904001,41097.11
81936008,-46195.21
81945008,-49574.71
81995002,618.49
82046009,-72431.28
82084006,6.67
82150007,4892.54
82153007,1017.5
82167007,12.26
82276003,31185.4
82324009,143.28
82365005,582072.68
82365009,-52963.979999999996
82403019,10742.29
82455001,217876.1
82539000,5166.12
82562018,91.8
82615005,29646.16
82626009,55005.3
82628004,17821.359999999997
82647006,77.93
82647009,94.95
82750016,-4.61
82838000,474.62
82906007,13054.23
83026006,260.26
83154006,-52.5
83165001,9793.3
83188008,22.09
83204007,3.87
83281006,2347906.54
83365009,363.82
83403002,1.63
83421000,1349662.3
83464019,10.53
83525006,-730501.185
83543017,1.55
83585009,73.41
83655001,401.04
83663018,5.84
83674013,7275.31
83677005,103197.11
83741019,31935.55
83843001,311088.94
83887009,107728.54000000001
84004005,17.0
84011019,350.44
84023004,1352.94
84024007,1916.53
84044004,7142.785
84062004,12067.38
84072011,42915.87
84137001,156649.08
84180014,14407.04
84181004,93638.68
84262006,404233.87
84275000,16302.56
84284005,90.12
84353010,2594.25
84675000,196827.23
