customer_unique_id,product_code,account_status,date_difference,amount_financed
15685009,PDLP,A,110.83333333333333,189912.33333333334
15687003,AMPC,L,30.0,15751.785714285714
15703006,PDLP,L,30.0,8777.777777777777
15731010,PDLP,L,30.0,15200.0
15747000,AMPC,L,30.0,8000.0
15776011,PDLP,L,30.0,17400.0
15840013,AMPC,L,30.0,16350.0
15861006,PDLP,L,30.0,13285.714285714286
15951009,AMPC,L,30.0,2252.1739130434785
15974011,PDLP,A,30.0,28400.0
16023014,PDLP,L,30.0,11900.0
16081016,PDLP,L,30.0,3625.0
16168002,PDLP,L,30.0,22566.666666666668
16210006,PDLP,L,30.0,34600.0
16222015,PDLP,L,30.0,7333.333333333333
16234000,AMPC,L,30.0,15562.5
16293011,PDLP,L,30.0,11330.75
16306006,AMPC,L,60.0,200742.85714285713
16309005,AMPC,L,30.0,12690.90909090909
16356004,AMPC,L,30.0,14500.0
16393003,AMPC,L,30.0,39250.0
16396004,AMPC,L,30.0,9000.0
16416011,AMPC,L,30.0,9666.666666666666
16494014,PDLP,A,30.0,23000.0
16561004,AMPC,L,30.0,10740.74074074074
16596002,PDLP,L,30.0,19666.666666666668
16679003,AMPC,L,56.06666666666667,52386.55333333334
16744003,PDLP,L,94.0,91691.34647058824
16792003,AMPC,L,30.06451612903226,33225.8064516129
16836012,AMPC,L,30.0,323000.0
16861003,PDLP,L,30.0,18384.615384615383
16882004,AMPC,L,47.857142857142854,302690.4761904762
16978003,PDLP,A,30.0,48333.333333333336
16983005,AMPC,L,40.90909090909091,142870.9696969697
16986015,PDLP,L,48.75,39255.75
17001011,AMPC,L,30.0,10071.42857142857
17018007,PDLP,A,30.0,41000.0
17103017,AMPC,L,48.611111111111114,22271.055555555555
17196008,AMPC,L,29.88888888888889,3355.5555555555557
17236001,PDLP,A,30.0,4375.0
17257000,PDLP,L,30.0,32151.515151515152
17263010,AMPC,L,30.0,75625.0
17273005,AMPC,L,29.925,5337.5
17363010,AMPC,L,30.0,9404.761904761905
17405001,AMPC,L,30.0,11032.736842105263
17455001,AMPC,L,30.0,95600.0
17552019,AMPC,L,30.0,19055.555555555555
17565017,AMPC,L,30.0,9160.0
17575017,AMPC,L,30.0,13833.333333333334
17612002,AMPC,L,180.4,530000.0
17613007,PDLP,L,30.0,20570.243902439026
17614007,AMPC,L,30.0,18625.0
17645000,PDLP,L,49.56521739130435,60230.913043478264
17701013,PDLP,L,30.0,5666.666666666667
17794006,PDLP,A,30.0,19666.666666666668
17876012,PDLP,L,43.63636363636363,29727.272727272728
17885000,AMPC,L,30.0,16125.0
17914002,PDLP,A,30.0,24857.14285714286
17932014,AMPC,L,43.875,16511.416666666668
18002007,PDLP,L,30.0,11375.0
18030000,STLM,L,1979.0,303913613.36333334
18056008,AMPC,L,30.0,10666.666666666666
18119006,PDLP,A,30.0,13375.0
18146009,PDLP,L,60.0,38000.0
18336004,AMPC,L,93.67857142857143,235654.76249999998
18366009,STPL,L,228.1,170039.1
18414008,PDLP,A,30.0,10000.0
18426010,AMPC,L,30.0,17187.5
18527005,AMPC,L,30.0,17800.0
18545018,PDLP,L,30.0,11666.666666666666
18624009,AMPC,L,30.0,48944.444444444445
18624018,PDLP,L,30.0,17760.0
18771013,AMPC,L,30.0,7030.0
18812013,AMPC,L,30.0,29473.684210526317
18836012,AMPC,L,37.5,74050.0
18851001,AMPC,L,30.0,10052.631578947368
18856019,PDLP,L,82.5,91731.75
18881002,AMPC,L,29.877551020408163,5515.306122448979
18884017,AMPC,L,30.0,4378.260869565217
18896001,PDLP,A,30.0,25000.0
18914019,PDLP,L,30.0,28142.85714285714
18945003,AMPC,L,37.5,73250.0
18945006,AMPC,L,30.0,41240.0
18947006,PDLP,L,30.0,20000.0
18955005,AMPC,L,30.0,48500.0
18971004,AMPC,L,30.0,19945.945945945947
18975003,PDLP,L,30.0,14030.612244897959
18998001,PDLP,L,30.0,13333.333333333334
19072016,PDLP,L,30.0,21333.333333333332
19124005,AMPC,L,46.666666666666664,126722.22222222222
19143002,PDLP,L,30.0,25000.0
19320000,PDLP,L,30.0,3000.0
19383010,AMPC,L,30.0,20833.333333333332
19400009,AMPC,L,274.3888888888889,9193648.072222224
19424013,PDLP,L,30.0,4529.411764705882
19425007,AMPC,L,30.0,6166.086956521739
19473018,PDLP,L,30.0,5583.333333333333
19476009,PDLP,L,30.0,22812.90322580645
19634011,PDLP,A,30.0,10000.0
19691011,PDLP,A,30.0,62250.0
19795012,PDLP,L,30.0,52000.0
19821006,PDLP,L,30.0,20000.0
19821016,PDLP,L,30.0,7750.0
19842017,PDLP,L,30.0,18904.41176470588
19901017,PDLP,L,30.0,11113.636363636364
19911017,PDLP,L,30.0,12285.714285714286
19923007,PDLP,L,30.0,15272.727272727272
19955015,PDLP,A,30.0,9818.181818181818
19964011,AMPC,L,30.0,31061.44680851064
20064006,PDLP,L,30.0,19000.0
20103004,AMPC,L,34.61538461538461,29288.46153846154
20126004,AMPC,L,30.0,26900.0
20127009,PDLP,L,30.0,19416.666666666668
20146002,PDLP,L,30.0,277600.0
20166008,PDLP,L,30.0,19588.235294117647
20252007,PDLP,L,30.0,15684.21052631579
20313010,AMPC,L,35.76923076923077,40230.769230769234
20328007,PDLP,L,30.0,6000.0
20363010,AMPC,L,30.0,16750.0
20493006,PDLP,L,30.0,8666.666666666666
20596011,PDLP,L,30.0,8730.76923076923
20615005,STPL,A,180.0,920419.0
20622015,PDLP,L,30.0,53333.333333333336
20661007,AMPC,L,79.0909090909091,269109.0909090909
20725012,PDLP,L,30.0,31800.0
20819008,PDLP,A,30.0,47000.0
20844002,PDLP,L,30.0,34730.769230769234
20955004,PDLP,L,30.0,19171.428571428572
20965003,AMPC,L,30.0,88200.0
20987004,AMPC,L,30.0,20000.0
21041000,PDLP,A,30.0,4000.0
21168002,PDLP,A,45.0,45700.0
21204012,PDLP,L,45.0,67600.45
21217000,AMPC,L,30.0,11205.128205128205
21245000,PDLP,L,30.0,100000.0
21254009,PDLP,L,41.53846153846154,47076.92307692308
21282018,AMPC,L,30.0,24268.29268292683
21294001,AMPC,L,30.0,20833.333333333332
21456016,AMPC,L,30.0,7666.666666666667
21486005,PDLP,L,33.63636363636363,16878.78787878788
21522015,PDLP,A,30.0,60333.333333333336
21610002,PDLP,L,30.0,34000.0
21676005,AMPC,L,30.0,3400.0
21684006,AMPC,L,97.0,146985.0
21729000,PDLP,A,30.0,14500.0
21759002,AMPC,L,30.0,13866.666666666666
21811003,AMPC,L,29.807692307692307,5326.923076923077
21883000,PDLP,L,30.0,21833.333333333332
21896010,AMPC,L,30.0,46000.0
21924003,AMPC,L,30.0,18157.894736842107
21936018,AMPC,L,30.0,16765.384615384617
21941009,AMPC,L,29.9375,4216.875
21942001,AMPC,L,39.09090909090909,38575.757575757576
21953001,PDLP,L,30.0,9166.666666666666
21954005,PDLP,A,30.0,36000.0
21959007,AMPC,L,30.0,8000.0
21995004,AMPC,L,31.714285714285715,17360.0
22002000,PDLP,L,30.0,41333.333333333336
22051002,PDLP,L,30.0,19333.333333333332
22095011,STPL,A,166.36363636363637,31909.090909090908
22164008,AMPC,L,30.0,14000.0
22186007,PDLP,L,105.83333333333333,65440.0
22286008,PDLP,A,30.0,5250.0
22323000,PDLP,L,38.333333333333336,57111.11111111111
22363000,AMPC,L,30.0,21965.51724137931
22383010,AMPC,L,30.0,9555.555555555555
22403006,PDLP,L,30.0,20966.666666666668
22507009,AMPC,L,30.0,4500.0
22566008,AMPC,L,30.0,20894.736842105263
22576014,PDLP,A,30.0,13222.222222222223
22584024,PDLP,L,113.75,51553.0
22594016,AMPC,L,30.0,11714.285714285714
22666016,PDLP,L,30.0,13666.666666666666
22742004,AMPC,L,30.0,24074.074074074073
22764005,PDLP,L,30.0,5764.705882352941
22785002,AMPC,L,30.0,15133.333333333334
22792005,AMPC,L,30.0,27533.333333333332
22834007,PDLP,L,30.0,9000.0
